	LeukocyteMeth_score	CD4_mature	CD8_effector	NK_cells	B_cells	T_regs	Dendritics	CD8_effector_NK_cells	Macrophages	Macrophages_M2	Macrophages_M1
TCGA.23.1122.01	0.0946124613436426	-0.0728167218525984	-0.327311674071101	-0.371642579818735	-0.18098044238045602	-0.156416258537561	0.0426778342367335	-0.21557532771674695	0.3258216471401211	0.15249675230640197	0.186698511395958
TCGA.23.1123.01	0.13148439594716999	0.0143155946026095	-0.111763696719351	-0.13351127374531901	-0.0221710122194031	-0.11979345955264502	0.0730534349287761	-0.00112750863808096	0.47379746442118503	0.301650990168002	0.394017525947493
TCGA.23.1809.01	0.0431108737860312	-0.0774564154594266	-0.38296711005139394	-0.332879615829067	-0.22401282521785998	-0.231498828602875	0.0582086949162706	-0.277697170105662	0.16686171550867998	0.0278024779870828	0.0524572583776548
TCGA.23.2077.01	0.106573108171569	-0.0288453020452087	-0.265156822928964	-0.31181696339055504	-0.0643724383706767	-0.044816195068452004	0.055970406822049006	-0.14935205016976402	0.394330473555212	0.236681198865857	0.259959036152434
TCGA.23.2078.01	0.220661066203066	0.00697542422811069	-0.0679670050479399	-0.17974630281901396	0.0779194314752632	-0.0452226732548001	0.077796836013234	-0.0525958637303607	0.34565945292306605	0.19137960221986397	0.24704223131227804
TCGA.23.2081.01	0.0501188113073435	-0.0218015390950707	-0.360881237253035	-0.327697192083448	-0.143986907699582	-0.0717233662441787	0.0069044634824238105	-0.25472146464239004	0.180981559985632	0.0631768131665389	0.0288078491952799
TCGA.23.2084.01	0.0978131088807635	0.0405820556712373	-0.292395787914248	-0.25817647352635803	-0.0731885408596645	-0.0670510839142419	0.20610659648811602	-0.16437229517464702	0.34059028067456	0.18783139865647	0.22553805622984902
TCGA.24.0975.01	0.279522851934706	-0.012782494968323	-0.19877363979181503	-0.22009147367672702	-0.0846261322622244	-0.0653319058196329	0.0572350606738257	-0.09082129982794099	0.301294203941718	0.173639522040645	0.171603299050025
TCGA.24.1103.01	0.039880584555177005	-0.147241335391661	-0.34773209923087606	-0.310169331509112	-0.16517746172457698	-0.179334680085952	-0.0724283925338492	-0.20637761225894397	0.120075054019568	0.0152322216701519	0.0284536268295017
TCGA.24.1413.01	0.0718662200637279	-0.0652770511708132	-0.3560912652372129	-0.310319046610741	-0.0630037389016076	-0.13358763673591803	0.0311124932349776	-0.20647630726182103	0.284492919824815	0.14961066680846202	0.19376480788984302
TCGA.24.1416.01	0.0797648084698524	-0.0848101002106365	-0.390725173165646	-0.299815010418725	-0.133121756677538	-0.101521206092783	0.0977645293693865	-0.199196091644855	0.264529180218778	0.129569952227267	0.09451794975243101
TCGA.24.1417.01	0.128061678563849	-0.00238158506960744	-0.174417921544255	-0.157551131754276	-0.0888154215798309	-0.0318491911723301	0.170563547246124	-0.00936339828683483	0.41499308972897603	0.26313138196812497	0.345453141215498
TCGA.24.1418.01	0.0975719042313704	-0.023041588828513	-0.235883599822121	-0.31859047472435104	-0.109912773739322	-0.161968499633761	0.0750232386194606	-0.173285769434272	0.325028811040939	0.15608829301805602	0.191430903014146
TCGA.24.1419.01	0.0578770168520118	0.00842684188476818	-0.444608210677246	-0.458632609994497	-0.134602443423272	-0.19680369637024103	0.056556369010314	-0.327286402819166	0.107269267365044	-0.00904489332688135	-0.0242080526588253
TCGA.24.1423.01	0.0638271973889209	-0.0608402242886415	-0.315964985286878	-0.24794072162949599	-0.18667428897290397	-0.08677375343692999	0.0474616580385756	-0.16264384862351902	0.21093829480262197	0.105631347049815	0.163624701442117
TCGA.24.1424.01	0.10510680258022999	-0.0597558906623593	-0.306761703126906	-0.323391261304453	-0.11962923732600698	-0.15579052959099499	0.0426708699731753	-0.18134469203181602	0.385239329873671	0.21301333432288602	0.247184755857382
TCGA.24.1425.01	0.13863261404029	0.0023561631930011603	-0.27288045935188604	-0.266152897416011	-0.0749938181563746	-0.0374673912820854	0.17373502783504502	-0.0926791056356935	0.38352634904981897	0.235790768950897	0.215821933915759
TCGA.24.1427.01	0.18697453314358997	0.00110615417065845	-0.13339896556700698	-0.21715721160994395	-0.0309814587623214	-0.11482483790991801	0.19583003018736606	-0.0914317942367922	0.38153904859822707	0.21772605149628602	0.223274537980721
TCGA.24.1428.01	0.126413787015656	-0.00296804725227335	-0.200806899583272	-0.19442297258175398	0.0285552913088705	-0.0708616770118514	0.19629380351663395	-0.0537217637678511	0.457229836228813	0.30074798605189196	0.383721436949612
TCGA.24.1430.01	0.0654312863891397	-0.129890097600985	-0.40198837357296796	-0.39455985080026396	-0.11807377770416802	-0.256856930800598	-0.149188461234665	-0.280655281840008	0.0775555039773851	-0.0264492193977849	-0.0737741688605631
TCGA.24.1434.01	0.21963570221966502	0.0311458182400586	-0.227483497461809	-0.28390032133041	-0.12542006725156402	-0.0369917954401496	0.310123878514447	-0.11521057049927698	0.450598314708128	0.289240304306313	0.30758088427889
TCGA.24.1435.01	0.11409009632174599	-0.0500386182485881	-0.23364312044125798	-0.254816218981218	-0.0880555499595727	-0.0488762720598226	0.135966266942649	-0.153416246091329	0.40282457653033293	0.25605817290495897	0.330327155875785
TCGA.24.1436.01	0.130170420035041	-0.0441209695704185	-0.267742641737245	-0.139467876150682	-0.184951199886047	-0.11543444404745698	0.19811219606173103	-0.06525463486940099	0.421271434680345	0.248433271492781	0.304188836290028
TCGA.24.1463.01	0.0980597321781303	-0.093601088699157	-0.276471921860362	-0.269542946881429	-0.0922214316102577	-0.0695791881026182	0.118795959673016	-0.15586834284512197	0.32273016919291303	0.20161572618415802	0.204224621645109
TCGA.24.1467.01	0.0932402571895798	-0.076783741518434	-0.30615019084992795	-0.275793779355342	-0.0870448222058872	-0.126734726895012	-0.0141813136560316	-0.199756696046125	0.278568411155283	0.1746849590054	0.15496522971274698
TCGA.24.1469.01	0.0664350547912569	-0.0343715334872004	-0.29451762726593295	-0.289932074788743	-0.0839923988307187	-0.19015723618862196	0.0735139611924363	-0.162857560539323	0.27961704411669397	0.13553067333430302	0.20693301319953897
TCGA.24.1474.01	0.0816956501461116	-0.0412586348597211	-0.330173111261324	-0.271090420294257	-0.27382923370872	-0.0947774019662376	0.11879952921151599	-0.20208400971096502	0.414413910436073	0.23393605484957103	0.22373690373586602
TCGA.24.1544.01	0.0383913993993771	-0.0279726516211357	-0.3342851638758	-0.325017887705697	-0.143537949306638	-0.242791391997765	-0.11543333780884599	-0.255300272405499	0.21381042007406398	0.0582445302062176	0.0194028259814547
TCGA.24.1545.01	0.26585313114123	0.0344489414518645	-0.0576954382129631	-0.12304736589502902	0.10029099477702001	-0.0310341033737147	0.029987623407689998	-0.000967715150937623	0.43113936972573796	0.268068445697701	0.373367697500413
TCGA.24.1546.01	0.15124000017356304	-0.0886254967167766	-0.30239354628389503	-0.319225587061728	-0.020813913779381	-0.11195412212815	0.154574479215267	-0.235525328326445	0.358280928280938	0.20630303777211897	0.19421769917610898
TCGA.24.1548.01	0.0603082315774311	-0.0438497865066641	-0.307458141697363	-0.33008361792942603	-0.0204129091581281	-0.166850332331709	0.0902956792250191	-0.203775031762795	0.37879500030710495	0.207036029086315	0.261991824844295
TCGA.24.1549.01	0.07467485005390899	0.0927533000043615	-0.20001043816221103	-0.124105351927655	0.0168435505191468	-0.0251727242200593	-0.0154420345573242	-0.0379132996572745	0.30421870477735696	0.17205081667440697	0.250804838497701
TCGA.24.1550.01	0.26651437621199897	0.0898918371209517	-0.23429915840305202	-0.269979597712325	-0.12378138060465	-0.11142561474573599	0.0546590886442542	-0.0813135520533926	0.46020150563538	0.300970782005338	0.354959294593678
TCGA.24.1551.01	0.154057314908923	0.00120208568464212	-0.16343179153807097	-0.162748940451201	-0.10323387774494	-0.0506965733807076	0.147343563595239	-0.0133991908476584	0.41709274711352295	0.253573550058537	0.333704958160773
TCGA.24.1552.01	0.0290753608296435	-0.0357721050047924	-0.326495297062523	-0.30949064813360805	-0.15453415655855401	-0.108888848629971	0.0291103917859209	-0.264967482298293	0.280411855742806	0.157054932502795	0.101956021144022
TCGA.24.1553.01	0.215844979481518	0.11551277728927901	0.0560000040223494	-0.0117987230445634	0.10646455662731	-0.101646250114534	0.133101374760318	0.12389281272502901	0.44853768193232596	0.27946795437863	0.38807111248731396
TCGA.24.1555.01	0.0528633897638047	-0.13646553521816301	-0.323822263352942	-0.33125107561481	-0.14817000932004	-0.15000954612321696	0.0364555691578083	-0.20645221245150897	0.260341621156658	0.14473830961384102	0.138032660239462
TCGA.24.1556.01	0.0820265521592296	-0.0335407655214127	-0.25245630931441104	-0.21585689493387603	-0.11865331658338199	-0.0994133033137255	0.0293192612887758	-0.0904526263409212	0.38923096067440005	0.22151242923504103	0.28987381318788397
TCGA.24.1557.01	0.0487919420638192	-0.12643608155653802	-0.34307100611483193	-0.37676039561369395	-0.19313415965370398	-0.126057084453298	0.13068852606716	-0.289984659256291	0.326155708463705	0.151225675248392	0.207361976692694
TCGA.24.1558.01	0.0416808657047346	-0.124964240106265	-0.356860373242279	-0.360718598167072	-0.0989514169616175	-0.16240988867315498	0.08379361308300999	-0.231596386337175	0.226782217836519	0.0949128855912697	0.0834623936117058
TCGA.24.1560.01	0.0365075432308177	-0.0146896764857291	-0.34872592569159394	-0.27144099798517396	-0.198859571374983	-0.141658257518635	0.10569173947851	-0.258509194058591	0.20639436854862	0.08471215846679901	0.10050201327329099
TCGA.24.1562.01	0.0867537820429565	-0.024690260756886	-0.21758737206717602	-0.20849743119608605	-0.0761635574717165	-0.0763456624121399	0.136793739762253	-0.09597461060506401	0.273445825724799	0.162502838641314	0.142710738244876
TCGA.24.1563.01	0.066479326964188	0.00478388015473911	-0.24129659277237803	-0.276553271233796	-0.0483787580930031	-0.113450044463337	0.135511733691598	-0.156181283637016	0.31936530028619303	0.192466248637011	0.17700343970251198
TCGA.24.1564.01	0.277815801274026	0.00513779056716046	-0.177615357090429	-0.19915835868240603	-0.14542230686734	-0.137243996411539	0.243931812310237	-0.0721863435046175	0.471598711831086	0.299963628191663	0.32083454070340195
TCGA.24.1567.01	0.0433354991968419	-0.00044777792334080497	-0.383161604536038	-0.4355332603275479	-0.220626166994148	-0.0731164585550231	-0.0753825055323567	-0.315113042409725	0.14184209343176002	0.0538341072232839	-0.0215177043089424
TCGA.24.1603.01	0.0364257921431158	-0.0398015027850311	-0.320329181190878	-0.29381155593048497	-0.23104139301016896	-0.128396810441574	-0.0345775020078916	-0.24007466837327998	0.25605196008958303	0.114765845235109	0.15888671200173402
TCGA.24.1604.01	0.0628233414861617	-0.058127471621623	-0.289040617438958	-0.30524461674763204	-0.0875681094781006	-0.12550322311339998	0.0333492068606099	-0.170490508627568	0.30021323761871505	0.162976530621121	0.21913856990322103
TCGA.24.1616.01	0.0796340423345891	-0.0253209797686656	-0.35442104231263794	-0.267578083163531	-0.20174625902517798	0.00165580243188079	-0.022869613338497997	-0.20362151188933897	0.190924211702984	0.0947367345477019	0.0866753034092412
TCGA.24.1842.01	0.14875974243683898	-0.000452489378464269	-0.11941367849063901	-0.10633019292901	-0.0147487429991572	0.0382939640476347	0.19654709948875	-0.00493495081468883	0.37458212273195296	0.23679389410004	0.33315281287705
TCGA.24.1843.01	0.11725148096474301	-0.00105623428359714	-0.17165585376383902	-0.206374721018386	-0.0021470742012841396	-0.0923212251456077	0.20456510330125102	-0.0714427646774181	0.43193855282264204	0.26382894122599804	0.314403241051588
TCGA.24.1844.01	0.030597000096234	-0.0730815604188816	-0.47089989873575394	-0.43040596453727603	-0.10511640276548599	-0.17386974530646498	-0.0822605137209527	-0.326357168473721	0.247754468299567	0.08643722638816399	0.0320638506083818
TCGA.24.1846.01	0.0635957425507962	-0.0360901405886653	-0.240761768372837	-0.22134030952198602	-0.124871670137596	-0.016187077175519	0.208667263909018	-0.10690088606210699	0.332297395138525	0.217672938859676	0.30904708994765995
TCGA.24.1847.01	0.287094746481039	0.0594038731394695	-0.0466188734608872	-0.0643288705056631	0.0124070017708127	0.000625089343261092	0.12888495276655199	0.0735364615661888	0.410063907447617	0.281585072566625	0.386327924798241
TCGA.24.1849.01	0.30629206628216604	0.013510481093134	-0.0737712723454978	-0.116249803097566	0.0852212521269463	-0.044966845842293	0.304501864490625	0.0349588757050462	0.41777265945078096	0.27361966582422	0.294388049401541
TCGA.24.1850.01	0.0948409098286037	-0.0486370192725861	-0.252772726891233	-0.21938260859400102	-0.0226616699167225	-0.11959865666925099	0.0397173510302385	-0.150755369325981	0.44560006374183403	0.267157430253201	0.29085178670256
