sampleID	LeukocyteMeth_score	B_cell	T_cell.CD4	T_cell.CD8	Neutrophil	Macrophage	DC
TCGA.04.1348.01	0.150948736257642	0.284868573924138	0.20634290095548	0.138017957284564	0.187014480694329	0.0	0.575929957283179
TCGA.04.1357.01	0.26794368108652	0.6052589755159119	0.259461780066501	0.024221882369967997	0.10000450349787599	0.0	0.8067421302896991
TCGA.04.1362.01	0.0840705134191117	0.159976534206896	0.144420671366844	0.26335778445887303	0.10042915939108099	0.10724380738118401	0.338729264887538
TCGA.04.1364.01	0.0334651133520436	0.14925783816022303	0.215275535092957	0.0223424095554589	0.0	0.0416778702106802	0.169300939713694
TCGA.04.1365.01	0.14147110021652498	0.041258046633235	0.0866825547027294	0.282746282283833	0.19528997279571803	0.0	0.533185422466741
TCGA.04.1514.01	0.0377776599134639	0.0	0.0818703990101342	0.1196330343826	0.0385345347532541	0.16070038621304	0.144629798299929
TCGA.04.1519.01	0.0203532219944987	0.0	0.284263378463034	0.211557923674094	0.0	0.0	0.23356806841807398
TCGA.09.0364.01	0.0555369859994129	0.138284075647401	0.0336039734531735	0.18721397837911602	0.0	0.00544204467954527	0.24670771790989102
TCGA.09.0366.01	0.27303013571808105	0.0165228453229355	0.130473686871231	0.0	0.281401359708712	0.0749774706025778	0.9218901206288621
TCGA.09.0367.01	0.0758041481906226	0.243070259178638	0.0655825851623686	0.0	0.0216982170471488	0.0	0.7066015208909009
TCGA.09.0369.01	0.101152951405166	0.0	0.12692562985951	0.0149150842779829	0.0526250766371131	0.21361266976808999	0.133634824812995
TCGA.09.1659.01	0.0593200844921141	0.362122883518629	0.0	0.0	0.0	0.0	0.7233686553475072
TCGA.09.1662.01	0.13973843903891	0.252690110551477	0.37730833496524396	0.0	0.137338414142924	0.018514643692926002	0.38711372682725803
TCGA.09.1666.01	0.0849440909039758	0.0808859466651903	0.164315963028154	0.19130738877605	0.15263047779056	0.0254319770826996	0.392878741482827
TCGA.09.1667.01	0.11127309420099002	0.15125265477686498	0.157365282258337	0.24315709392220602	0.204506750025577	0.0	0.476756103522639
TCGA.09.1668.01	0.141491751220325	0.0	0.0541427990138493	0.483082940478132	0.253461533287822	0.0	0.6146209998758969
TCGA.09.1669.01	0.0825202795838479	0.125037464363348	0.156674875350817	0.183237901044689	0.0746090831435943	0.0	0.333613809054432
TCGA.09.1670.01	0.111348083064122	0.14351967242951802	0.14088747027302898	0.213397865267776	0.11899254422831401	0.033515909661974	0.36593202787916207
TCGA.09.1673.01	0.0456094771497273	0.00655261442862438	0.0	0.446264519388272	0.0619306834839839	0.20638094372416801	0.330924936297796
TCGA.09.1674.01	0.0387961014989242	0.0	0.20244556674126998	0.21174662635761302	0.026212322483475	0.0359783569088284	0.26205698526027105
TCGA.09.2044.01	0.136226438968971	0.0	0.041551795841005	0.29007039448174393	0.20075595350169603	0.0	0.576753766959266
TCGA.09.2045.01	0.0785829786654475	0.104549570165857	0.191479710857298	0.10656949729868401	0.0852752829440873	0.17102127969888697	0.23399755669548702
TCGA.09.2048.01	0.0785481583050441	0.0173493252316289	0.0	0.120620062519668	0.00692187183680857	0.0	0.394248400560176
TCGA.09.2051.01	0.130182408150839	0.0529281624829415	0.19915035958893398	0.24398174971552902	0.17481545670656598	0.0	0.3792685330157371
TCGA.09.2054.01	0.0814079756005146	0.0525549032187021	0.17720266112891503	0.0946198533294921	0.0543828916841094	0.11853789137947801	0.17126537615878398
TCGA.09.2056.01	0.0840428888121641	0.18812027939694698	0.126606606225462	0.0	0.13865955364319799	0.0	0.680553254177025
TCGA.10.0928.01	0.0398287434991948	0.0985582700990518	0.10053055319350399	0.10791610995388301	0.0773294824985314	0.0	0.34935086594930104
TCGA.10.0936.01	0.0790983933153803	0.0893880805529227	0.138056842995117	0.0	0.0794805758723845	0.0	0.595840449718038
TCGA.13.0730.01	0.09696608281345401	0.0	0.0798660817661885	0.22552818115239703	0.0799624115731455	0.0732377433072666	0.335861820070865
TCGA.13.0799.01	0.0709284434743637	0.0821963912273541	0.20571902580503698	0.0321306467176035	0.0678794727771876	0.0	0.20653565570009802
TCGA.13.0800.01	0.0558024311841011	0.0373675734838082	0.165579263847269	0.10012787875069501	0.0	0.0	0.318661430063484
TCGA.13.0801.01	0.115757296721003	0.107717874806756	0.0691974786206323	0.0	0.16374240688825598	0.0	1.0722655157482601
TCGA.13.0890.01	0.190907623110811	0.014229323517576999	0.142657826627049	0.158811566796882	0.0917468928272935	0.139425210701475	0.585816451119645
TCGA.13.0893.01	0.10888707715807902	0.22727517254450302	0.0867996589962052	0.343992558523482	0.101992988217645	0.0743433185657892	0.300974533919768
TCGA.13.0897.01	0.10489111649253899	0.0	0.0	0.31721941379687	0.13341280469828198	0.0008305202188824191	0.842888399171174
TCGA.13.0899.01	0.11097360315765599	0.0236939863430451	0.17757703191056198	0.0	0.0591546607074495	0.0	0.49803847995997896
TCGA.13.0913.01	0.0676753217508198	0.21322583304129702	0.16060728873359398	0.0	0.0	0.0	0.36324689343792893
TCGA.13.0916.01	0.0745608907688575	0.0807843892651273	0.273150125214026	0.124038069270732	0.110578488674094	0.0	0.378210501697758
TCGA.13.0920.01	0.10878752568170098	0.210300159442184	0.0791223173375767	0.116466097179206	0.0285393771690842	0.0825111826726209	0.192910343790691
TCGA.13.0924.01	0.223850842787692	0.0410736670068731	0.41842993961596797	0.0	0.108561121199478	0.0	0.659829645259853
TCGA.13.1403.01	0.0516879703602499	0.0833268210654491	0.15725085819067902	0.283675032804507	0.165123307449935	0.0	0.534474180471896
TCGA.13.1405.01	0.174571515400738	0.0791243889612207	0.14039427940673999	0.37105962820367105	0.0964699833494624	0.160234720192999	0.36459629699701895
TCGA.13.1410.01	0.0686202703432861	0.142153367410288	0.105233042839322	0.35686829333189796	0.128009774004858	0.0704862479596552	0.291953344546031
TCGA.13.1411.01	0.373255563796694	0.0	0.19627067022834804	0.327784396332388	0.384059941590375	0.327898051332606	0.474148862281676
TCGA.13.1481.01	0.189820971844638	0.14731602018341103	0.0	0.3755982409008571	0.0701930607847058	0.135865394457167	0.304877470167644
TCGA.13.1489.02	0.278698251294038	0.0480641425960624	0.263670292967727	0.0	0.32191009419406397	0.0	0.6301916206426229
TCGA.13.1497.01	0.132178891866528	0.130633279055166	0.0861926652787482	0.21305383347170997	0.113952088434371	0.0180396595108932	0.373486953933408
TCGA.13.1498.01	0.11475022036308599	0.223110663905532	0.0	0.40147566755942604	0.131301338917948	0.0	0.6354615331882211
TCGA.13.1505.01	0.10167898908817999	0.12194265459995801	0.0692882032043612	0.28253193155475004	0.0601750445206275	0.0524008825847227	0.33367855287152304
TCGA.13.1506.01	0.0672899917994202	0.0913436536855272	0.19353081871302802	0.0383469383356149	0.11873506312999	0.0	0.330930599514435
TCGA.13.1507.01	0.166367497622779	0.0688186123116411	0.0	0.507469432778519	0.23958499584607396	0.0102963809341813	0.524467635085203
TCGA.13.1511.01	0.0812559765751946	0.25770478662283397	0.0	0.45753734055087103	0.0785061275709712	0.071733856942395	0.43570290635895903
TCGA.13.1512.01	0.137258422607395	0.171937839849055	0.046568301428814	0.208815925103355	0.0547574662145759	0.14035477589744902	0.32467263008530395
TCGA.13.2060.01	0.22379912944084301	0.297473180516396	0.12180751795397399	0.320618877232044	0.25269339795416396	0.0235578207611099	0.394798363921317
TCGA.13.A5FT.01	0.14621172461050197	0.15412849511788002	0.15853668941662802	0.14239267170578304	0.102325325482468	0.0	0.195646971963218
TCGA.20.1682.01	0.15019668288423801	0.099402583675271	0.1161832841794	0.240081027017427	0.12087716760425699	0.0365062402745991	0.526929166068714
TCGA.20.1683.01	0.0704990826614184	0.0907921501760359	0.11200156403691802	0.32957062646576196	0.0	0.23108050939008298	0.287987705459273
TCGA.20.1684.01	0.0369800736144284	0.273967418992709	0.0762986640805689	0.0436532751761964	0.0654064740315991	0.0	0.27147190108773
TCGA.20.1685.01	0.11943977291439699	0.121093483402008	0.184959268182887	0.0	0.0766968132163658	0.108758306781995	0.431846542731319
TCGA.20.1687.01	0.111734048092018	0.18369219069606602	0.0281680679750408	0.41276216507510205	0.0798041414086445	0.0	0.42817564176612294
TCGA.23.1026.01	0.149074790341299	0.137761740450707	0.192133099736758	0.126959268765444	0.118045502228307	0.0	0.602374035288865
TCGA.23.1027.01	0.178988856489213	0.0584968484231693	0.180970229340789	0.0	0.17821241182822198	0.0	0.511473789720821
TCGA.23.1029.01	0.0499276777822767	0.22730808459278698	0.103251682778565	0.291733866940849	0.202181762609564	0.0553898383175769	0.268173911848339
TCGA.23.1109.01	0.0512069719020694	0.12209830863061098	0.229393182576034	0.0	0.0214542031903065	0.0549580709980247	0.45303002206361503
TCGA.23.1111.01	0.0423176346411896	0.0	0.0704745670416621	0.43076226276918106	0.0	0.0793805065693285	0.38025685343828997
TCGA.23.1114.01	0.0686604336395235	0.0	0.0778001043158885	0.19065475121557898	0.0779115968737413	0.23587190646581896	0.201432570140889
TCGA.23.1120.01	0.06359359133321499	0.046235841256065995	0.172504639317929	0.28234448595643497	0.18868506018803	0.00952125998485825	0.415489866861618
TCGA.23.1122.01	0.0946124613436426	0.0706160239245541	0.12020234149941302	0.18774522916572697	0.142432223348344	0.18125723389067602	0.22517828081651103
TCGA.23.1123.01	0.13148439594716999	0.140129368616906	0.23270268559170998	0.136687141438306	0.19962510233189198	0.014006978082971	0.37612357468879
TCGA.23.1809.01	0.0431108737860312	0.0146465381515516	0.0	0.28700271272462297	0.0671350353354978	0.297790750061259	0.288116098783292
TCGA.23.2077.01	0.106573108171569	0.0	0.0884508463168689	0.099419847127381	0.11010499983066802	0.20373657717850802	0.48242379263317103
TCGA.23.2078.01	0.220661066203066	0.132045206830022	0.204179449684355	0.35257554559494003	0.0813025358223623	0.258964753819228	0.177453809626518
TCGA.23.2081.01	0.0501188113073435	0.213275673155911	0.0144927082407002	0.39808198050725696	0.0784924584924675	0.116514823081924	0.29410069554070195
TCGA.23.2084.01	0.0978131088807635	0.273799345639868	0.219802797676256	0.16567748482017403	0.17442382320347802	0.011768353815941003	0.424643519238389
TCGA.24.0975.01	0.279522851934706	0.0	0.0682373740914648	0.348695429078942	0.0418328990347577	0.498700809913883	0.284651722052486
TCGA.24.1103.01	0.039880584555177005	0.0887890008351732	0.249658944013099	0.0	0.0105454405381793	0.0	0.456794872524966
TCGA.24.1413.01	0.0718662200637279	0.171689477949496	0.108255747127846	0.18176878271765698	0.10657241846334599	0.0	0.41651668642173106
TCGA.24.1416.01	0.0797648084698524	0.0486476311189181	0.141991302325068	0.156740514599159	0.0647748388043538	0.0	0.43304478129785
TCGA.24.1417.01	0.128061678563849	0.00168047797238574	0.20747880590752898	0.368565726540882	0.314013227342864	0.0	0.389422676775075
TCGA.24.1418.01	0.0975719042313704	0.0990103839554018	0.0	0.491964016673713	0.07431933246715201	0.152365190914212	0.33536619661677003
TCGA.24.1419.01	0.0578770168520118	0.030828517866172994	0.0688484311555354	0.352335025568849	0.0114814964367588	0.109486565699056	0.25236105568906697
TCGA.24.1423.01	0.0638271973889209	0.282295429437534	0.18218017403171	0.13881359025976098	0.0635267147539147	0.011943912745053999	0.485115948732418
TCGA.24.1424.01	0.10510680258022999	0.0	0.0808612206154087	0.200183571480151	0.10852308785134801	0.200938537460105	0.244228393784637
TCGA.24.1425.01	0.13863261404029	0.0193616821971232	0.0385238075468791	0.5781385013016079	0.149307582353475	0.24011848847280898	0.40800347050753705
TCGA.24.1427.01	0.18697453314358997	0.0	0.0433148063707043	0.49605201807907895	0.155846087256103	0.18354174506395102	0.426865207725193
TCGA.24.1428.01	0.126413787015656	0.00628477562599267	0.17612657917385102	0.0	0.21069562581836898	0.0	0.627874755213689
TCGA.24.1430.01	0.0654312863891397	0.0610138724921003	0.11230029348919801	0.0875506267311459	0.0153031187026922	0.130981894794692	0.215833303184132
TCGA.24.1434.01	0.21963570221966502	0.0	0.0	0.470475718311344	0.265286496325543	0.349904590535732	0.4982738758880129
TCGA.24.1435.01	0.11409009632174599	0.27507085808593895	0.0032740637804499	0.271484416588325	0.092500204310017	0.10335771566498	0.6128840880424921
TCGA.24.1436.01	0.130170420035041	0.127126738132428	0.15225115612661802	0.310428321486805	0.228792629999266	0.0864008093606298	0.34963756410375396
TCGA.24.1463.01	0.0980597321781303	0.0	0.0017904095488614899	0.313616037134136	0.130940245379771	0.62306285502607	0.209983133228321
TCGA.24.1467.01	0.0932402571895798	0.121112992013696	0.0544440402679412	0.168858599171975	0.0458514454029237	0.039964290534972	0.28559660320873603
TCGA.24.1469.01	0.0664350547912569	0.0385314758494243	0.101796298292849	0.183987791756184	0.11138495139377301	0.116132186037967	0.298182622300402
TCGA.24.1474.01	0.0816956501461116	0.0	0.0692497222513511	0.292598032492198	0.268607961800895	0.0847096335824272	0.358411420010731
