	LeukocyteMeth_score	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA.25.1323.01	0.0730886140395967	352.70389285714305	65.4545	14.770442857142902	2.8662375	89.0619125	195.667871428571	16.509539999999998	275.21466000000004	342.2133	26576.87205
TCGA.25.1324.01	0.0361817145571132	83.77235714285709	40.7804	34.7747857142857	2.953425	270.9565875	161.3953	24.7703	230.853786666667	187.083703225806	1671.376975
TCGA.25.1326.01	0.130034115297526	449.598957142857	31.1077	30.9890428571429	3.7936375	98.160075	802.319528571429	29.89378	282.90339333333304	308.221151612903	38659.35745
TCGA.25.1328.01	0.0743640076099938	66.12899999999999	25.9045	41.8334285714286	5.7722125	82.641125	579.955342857143	92.1301	320.127646666667	266.478419354839	48304.4333375
TCGA.25.1329.01	0.0849829520423264	122.525607142857	20.5799	20.6990142857143	3.511075	96.919975	613.6939142857141	21.136039999999998	307.529726666667	260.922367741935	38071.58555
TCGA.25.1623.01	0.374558720171815	343.819114285714	60.7585	100.129928571429	10.01355	157.3626125	990.1039428571429	59.752340000000004	197.084626666667	276.524132258065	54064.51675
TCGA.25.1625.01	0.145954435657894	277.86845	19.2582	30.346271428571402	3.610925	115.4398375	606.739471428571	55.206880000000005	374.50408	361.592164516129	15798.2057125
TCGA.25.1626.01	0.349778845176889	284.7708	176.9978	141.57668571428601	7.5479	80.715175	1076.27404285714	96.83932	317.51424	437.099658064516	129205.074525
TCGA.25.1627.01	0.0784689981115414	162.583885714286	4.698	18.8878142857143	1.0905875	249.4546875	249.06182857142898	33.89262	256.353466666667	238.795838709677	6608.4286875
TCGA.25.1628.01	0.20505715131183397	178.299835714286	162.3943	144.132871428571	4.9979375	110.108275	653.883242857143	47.30348	224.666006666667	295.21578709677397	66964.928375
TCGA.25.1630.01	0.34958043971553004	59.98328571428571	11.1111	49.6240714285714	3.7280625	215.862575	925.533014285714	111.22808	412.82652	258.088474193548	8752.8859625
TCGA.25.1631.01	0.0889991635652646	48.270192857142895	27.13	8.6574	1.7616875	171.8965125	259.706771428571	14.79814	285.83946000000003	386.232641935484	7023.5405375
TCGA.25.1632.01	0.0260279708675005	62.1204	0.384	2.35865714285714	1.5838625	78.6172625	114.42217142857099	20.350260000000002	196.92391333333302	221.182870967742	7402.425325
TCGA.25.1633.01	0.186211318914574	102.020092857143	81.6741	70.2966285714286	2.94595	49.3193875	702.5344	61.92604	379.953933333333	352.788925806452	59787.383675
TCGA.25.1634.01	0.0487971772333669	27.21735	0.9502	0.882357142857143	0.712675	57.0732875	64.73861428571429	10.45256	136.42158	199.07199354838698	3522.7818125
TCGA.25.1635.01	0.185723651595182	74.1270785714286	46.3711	47.6549428571429	2.8474375	27.9934375	614.777128571429	25.4502	293.87562	210.96609032258098	41050.3841375
TCGA.25.1870.01	0.0475504537522254	46.64995	5.1462	16.3074285714286	4.619875	986.43275	498.78027142857104	33.49708	295.766086666667	274.478316129032	8767.3099375
TCGA.25.1871.01	0.0135932355996951	52.117257142857106	0.2714	3.3349	3.4948375	79.9402625	54.52148571428571	6.62326	332.68186000000003	331.852993548387	4091.107475
TCGA.25.2042.01	0.257686276881277	85.83405714285709	28.8775	35.6643714285714	5.181675	62.5291	655.4661	48.626000000000005	469.86492666666703	752.320419354839	232694.6827
TCGA.25.2391.01	0.122861755317818	55.8466714285714	22.9704	30.1075714285714	2.4406125	29.50255	346.5652	15.67726	285.38752	209.275203225806	3230.533
TCGA.25.2392.01	0.22456162581386	394.35801428571403	16.9866	17.9472	3.096525	33.7521	1662.72165714286	29.72662	316.0695	333.420361290323	5747.1025625
TCGA.25.2393.01	0.13646905523483602	51.355057142857106	21.1706	42.2819285714286	2.0236625	47.21875	182.944914285714	34.62018	219.78692	149.999732258065	8869.7374375
TCGA.25.2396.01	0.0722675881229624	141.134028571429	30.6617	89.8652142857143	5.5236125	27.7308	343.27585714285703	20.29082	150.84356666666702	182.536058064516	9988.332775
TCGA.25.2397.01	0.0774845554657498	199.12485	2.1590000000000003	27.757957142857105	3.9131	11.40195	361.85591428571405	17.59548	271.056546666667	199.30286774193502	1642.48415
TCGA.25.2398.01	0.0825395809050095	124.7439	18.2764	11.9667142857143	2.7922375	49.1813625	738.309785714286	49.34636	203.883753333333	234.065396774194	106437.27125
TCGA.25.2399.01	0.128931226117247	96.38596428571431	28.2778	179.470514285714	8.7432875	37.5888	504.196842857143	18.55302	251.465613333333	310.163990322581	35670.3798625
TCGA.25.2400.01	0.0774210441786634	85.6452428571428	44.3761	10.7331142857143	1.373025	52.94375	349.08487142857103	9.753960000000001	396.19214666666704	263.887551612903	3704.908275
TCGA.25.2401.01	0.259829666479657	74.1702	56.8066	43.3543	4.0941625	50.7292625	1423.1613	60.90074	262.436026666667	392.295538709677	68738.491575
TCGA.25.2404.01	0.10350336225151599	48.19156428571429	20.1813	34.546814285714305	3.4360375	78.15905	343.948528571429	34.795359999999995	265.813246666667	296.479925806452	33606.9634875
TCGA.25.2409.01	0.11999412234872099	111.123292857143	8.5081	80.9718428571429	14.6127	78.598825	766.246028571429	39.866620000000005	279.55256	259.511541935484	35217.3055125
TCGA.29.1688.01	0.10318966920191901	64.66165	32.6316	106.242857142857	9.2914375	44.539475	759.473685714286	27.15788	176.2807	202.16263548387101	17904.9493375
TCGA.29.1690.01	0.10886512546563001	87.61325	33.2826	32.5033	3.9066625	282.242525	706.588385714286	172.82598000000002	269.507866666667	186.036493548387	25454.69305
TCGA.29.1691.01	0.0784900989578772	57.20399999999999	62.211999999999996	26.380157142857104	3.7030875	92.906525	289.523185714286	35.9447	217.81874666666698	170.897016129032	5124.7531
TCGA.29.1693.01	0.0872511918861857	510.71302142857104	14.1493	48.239428571428604	3.8026125	2.4319	261.101128571429	27.66184	182.64355333333302	186.10402903225798	27426.3088125
TCGA.29.1694.01	0.0985181362756585	89.47645	8.203	37.060085714285705	2.2216625	45.2448125	357.522971428571	50.92712	334.774566666667	304.365735483871	30624.6958
TCGA.29.1695.01	0.13245443734644302	352.069507142857	28.4108	46.20978571428571	2.8114875	17.497775	1209.13201428571	51.96804	177.66598	260.512851612903	32119.9371
TCGA.29.1696.01	0.0310399089453129	74.2136	12.2957	16.2710714285714	1.3347375	47.9695875	141.612314285714	11.90744	209.86895333333302	182.628241935484	1780.4157875
TCGA.29.1697.01	0.0389279538091999	980.500421428571	311.8885	19.6393571428571	7.1550875	27.3972625	128.956542857143	33.51272	210.79582000000002	215.650687096774	1257.9173875
TCGA.29.1698.01	0.100323962712601	388.19534285714303	16.7806	16.6645571428571	2.571225	17.118875	369.86818571428597	21.544079999999997	142.057326666667	325.517725806452	57145.6772125
TCGA.29.1699.01	0.136788072788647	166.724657142857	9.895	76.12771428571429	10.22245	44.27995	1149.39281428571	31.115840000000002	307.738373333333	232.747219354839	11986.7700625
TCGA.29.1701.01	0.12368942906132599	416.037307142857	113.2164	63.01941428571429	2.80365	45.8347625	414.306285714286	83.12732	127.76788	145.19955483871001	18322.88015
TCGA.29.1702.01	0.045933594859712004	33.8642357142857	1.8018	10.199485714285698	1.5484125	333.6148875	214.078528571429	16.8919	271.11111333333304	287.604180645161	7377.2277625
TCGA.29.1703.01	0.041575639338058995	336.22214285714296	7.7749	19.1158285714286	1.023	463.37595	188.8193	19.478279999999998	231.47485333333302	180.60661935483898	9598.822
TCGA.29.1705.01	0.101890937593039	44.6604	16.6496	17.003857142857097	2.0811875	28.4725875	590.520457142857	25.364079999999998	281.74435333333304	270.978064516129	44290.1140375
TCGA.29.1710.01	0.311696648165414	813.0843428571429	80.7053	235.660028571429	31.4106375	92.7433	1195.3718	620.14242	263.705206666667	182.95300322580601	32070.4170875
TCGA.29.1711.01	0.122876326172174	86.40005	76.9962	97.81232857142858	8.02045	30.0617875	548.4600857142859	68.1559	271.166026666667	306.027077419355	12779.523525
TCGA.29.1761.01	0.138089962518046	107.804528571429	99.4126	55.83888571428571	3.727975	28.86355	350.074242857143	65.43154	119.084206666667	115.282570967742	4361.7826375
TCGA.29.1762.01	0.0678286598463512	49.67501428571429	47.1492	1.298	2.179425	27.9948125	273.22695714285703	19.989279999999997	205.93379333333303	437.72153225806505	7567.962025
TCGA.29.1763.01	0.0955956033758019	38.570585714285706	11.5521	30.7633714285714	3.443425	475.784925	632.326928571429	24.8815	196.16904	399.832687096774	13238.2157125
TCGA.29.1770.01	0.058746397254464004	277.82792857142897	7.0632	22.039285714285697	3.4851125	16.635675	248.54114285714297	16.059479999999997	163.519193333333	403.82180967741897	46901.2425875
TCGA.29.1770.02	0.06643919633063901	262.092607142857	5.2597	27.484257142857103	7.1088	13.7245125	172.30205714285702	10.05916	279.0927	288.14447419354804	40876.5047625
TCGA.29.1776.01	0.0576512235780922	65.1758785714286	32.9085	25.0731142857143	1.6204875	72.4858875	225.603957142857	18.847579999999997	343.67746666666704	194.407696774194	19573.872675
TCGA.29.1778.01	0.110293838982789	154.4496	33.4744	84.25012857142859	9.1208125	101.927575	444.1937	40.169259999999994	215.76554666666698	371.749880645161	7168.6742
TCGA.29.1781.01	0.180813039196654	145.258728571429	226.5447	161.129085714286	5.6964875	579.3432375	839.761685714286	76.33286	311.933546666667	218.864093548387	3308.7301875
TCGA.29.1783.01	0.12143549656629199	233.29070714285703	38.7128	36.546714285714295	3.66965	173.3204375	817.981171428571	72.90912	307.014006666667	263.468593548387	16397.4748
TCGA.29.1784.01	0.159674849556211	540.740314285714	89.39	70.4650857142857	3.3219375	212.804525	730.075642857143	80.93418	142.32602	174.570748387097	2202.7380875
TCGA.29.1785.01	0.0965779459706547	146.44405	133.7594	147.0636	12.49715	63.798225	593.642671428571	28.39534	197.09351333333302	164.935525806452	8175.0816125
TCGA.29.2414.01	0.0471988761343119	38.671714285714295	10.7742	10.5433142857143	0.8754	44.2415875	148.4532	12.39034	256.60571333333303	226.31605161290298	53749.1549125
TCGA.29.2414.02	0.14967459801584	125.635428571429	130.4289	125.790057142857	4.6002	130.4965375	377.17997142857104	97.1993	184.47660666666698	138.539548387097	4969.971575
TCGA.29.2425.01	0.0610344963400271	32.772735714285695	10.2954	37.6646571428571	2.6857625	46.7211375	198.26062857142898	19.78516	202.56639333333302	216.119367741935	7049.274275
TCGA.29.2427.01	0.290086382204691	154.715464285714	220.9856	266.86981428571397	18.92915	69.56125	1169.2105428571401	59.40664	214.782473333333	207.561641935484	21045.537999999997
TCGA.29.2428.01	0.11744403508036601	1183.10093571429	146.6978	100.192028571429	4.45645	102.13325	513.556828571429	110.6955	196.64914	239.27791290322602	5995.6889125
TCGA.29.A5NZ.01	0.0326013567720752	44.57786428571429	3.259	7.216257142857139	3.6323875	25.019275	291.637814285714	22.86702	194.75888	262.048064516129	63060.3270375
TCGA.30.1718.01	0.166822777241379	52.9073	35.0238	59.94177142857139	3.6411	62.462075	304.291271428571	47.99306	120.72243999999999	261.82675161290297	28766.4469
TCGA.30.1855.01	0.13550598328649302	144.608942857143	47.2046	47.01627142857139	3.72495	104.529275	627.4110714285711	78.5865	244.14556000000002	270.953964516129	33309.3094
TCGA.30.1857.01	0.124668841027062	146.009942857143	72.0942	64.45737142857139	6.9274125	76.937225	470.01191428571406	130.94654	209.77604	247.163219354839	67638.906325
TCGA.30.1860.01	0.209468642027908	126.018657142857	117.5258	269.622014285714	14.4235625	76.6323	527.3088	49.34708	238.258866666667	139.924616129032	12007.9037625
TCGA.30.1861.01	0.0827317533894677	75.6951714285714	6.9633	4.60077142857143	1.6864375	5.0049	161.773157142857	11.57654	273.600993333333	252.57415483871003	126152.176575
TCGA.30.1862.01	0.10386692887739801	131.75415	27.9935	34.568000000000005	3.60685	112.404775	272.393042857143	22.222579999999997	224.034393333333	267.086638709677	32567.4757375
TCGA.30.1891.01	0.12807652409319198	346.16732142857103	42.0905	52.960014285714294	2.023575	26.3065625	317.638314285714	20.61354	262.364093333333	244.742477419355	32728.9338375
TCGA.31.1944.01	0.136100761186679	50.088	17.9671	19.6538714285714	2.695075	232.7387	342.93927142857103	36.34496	199.24709333333303	240.17387741935502	24657.75155
TCGA.31.1946.01	0.169152174769555	52.50616428571429	18.0534	30.948657142857105	35.1256	32.7217375	768.341014285714	30.69074	224.17582666666698	260.010119354839	58658.09165
TCGA.31.1951.01	0.11196817905790898	107.19342857142901	34.3558	101.880942857143	11.090125	46.672975	598.714228571429	33.44972	339.58156	361.67772580645203	40921.8513375
TCGA.31.1953.01	0.168323688974648	435.38573571428594	42.9302	458.9316	19.2640625	15.2044375	1484.57875714286	453.56048	230.57354666666697	317.047222580645	41725.6443875
TCGA.31.1956.01	0.24576093820874698	283.539471428571	208.7725	188.06774285714297	7.836175	119.4834	1599.98832857143	278.93842	249.951833333333	480.182058064516	49180.3459125
TCGA.31.1959.01	0.227924559809147	494.963364285714	42.8994	62.9346428571429	5.9171625	67.6775125	1021.48494285714	76.13412	304.17488666666696	361.423135483871	48600.2508375
TCGA.36.1568.01	0.0935719059023287	142.219864285714	48.3835	41.4002428571429	5.225425	51.867125	651.9846142857141	119.13954	299.1778	231.09161935483897	19889.241425
TCGA.36.1569.01	0.19316145683348	221.92824285714298	119.9601	91.1810571428571	4.5234375	75.9367625	897.043114285714	136.3157	372.28475333333296	192.257235483871	52891.8431875
TCGA.36.1570.01	0.0476916257280437	102.871421428571	8.8543	8.418142857142861	2.4043875	6.907875	271.527771428571	13.37306	185.51312666666698	227.636216129032	6157.582375
TCGA.36.1571.01	0.0349886524640863	192.433357142857	1.8595	17.1779714285714	1.93695	53.4211125	172.54494285714298	20.4542	235.16139333333302	180.13279354838699	8055.2194
TCGA.36.1574.01	0.0676045754009177	50.1135928571429	9.3501	28.956642857142896	4.0071875	51.8429	416.06688571428595	61.5102	163.158986666667	224.01459032258097	32401.7506375
TCGA.36.1575.01	0.0258887164645988	814.72625	6.155	8.335614285714291	5.7856875	59.887975	96.897	8.71546	279.616746666667	217.044616129032	3299.2804875
TCGA.36.1576.01	0.265219649942059	165.064492857143	84.292	87.89864285714279	5.402625	73.7554625	939.6338142857139	92.27326	245.62762	345.023177419355	66786.3463375
TCGA.36.1577.01	0.10355779297518	33.2834	1792.0743	15.5871	1.1966125	197.1563375	141.459442857143	12.163039999999999	296.830206666667	322.890803225806	9022.735275
TCGA.36.1578.01	0.0895173663587279	149.483207142857	70.3427	89.46314285714291	7.9717125	82.0095	678.363614285714	140.84968	269.035866666667	197.050609677419	3195.82275
TCGA.36.1580.01	0.15122252526839	486.285492857143	68.6533	52.756357142857105	1.980375	39.5605375	674.829457142857	116.7861	271.671066666667	197.09677741935502	54077.5707375
TCGA.36.1581.01	0.19495238585378	134.339728571429	104.3787	126.45708571428601	5.6552	158.870575	616.238485714286	66.5051	318.242053333333	278.134464516129	8108.6892125
TCGA.3P.A9WA.01	0.0767658859551187	185.175671428571	2.8818	6.9644714285714295	3.5723	22.214225	201.765785714286	26.368859999999998	239.11303333333302	200.41267741935502	1266.1773625
TCGA.57.1582.01	0.078132454921112	713.585142857143	17.9812	13.544285714285701	0.7151625	80.4046	278.066414285714	22.803420000000003	216.51	188.84361935483898	20444.5351375
TCGA.57.1583.01	0.0199933118369598	150.643971428571	2.6505	15.957171428571401	2.0352125	34.267325	109.851242857143	10.07194	189.04456666666698	346.903048387097	16045.5149625
TCGA.57.1584.01	0.084977140411361	59.94860714285711	15.2122	23.2840285714286	2.5534875	34.0102	507.327328571429	11.82208	248.64032000000003	230.046803225806	5363.2365875
TCGA.57.1585.01	0.160712922203324	614.436285714286	38.7352	35.3096142857143	2.4374125	62.7141	693.094314285714	131.278	232.902946666667	373.06930967741897	76305.9163375
TCGA.57.1993.01	0.0461623500042855	128.528885714286	5.7278	6.1683857142857095	2.9740375	87.403725	479.474428571429	12.9536	341.111366666667	205.64281612903198	5926.27025
TCGA.57.1994.01	0.14566989527991503	366.472928571429	108.0861	97.5979	7.6476	239.0639375	640.7091	85.89784	284.857753333333	215.10297419354802	5123.12685
TCGA.59.2348.01	0.160368187306793	101.681014285714	15.4162	20.6356	3.7310375	31.8163125	454.525857142857	24.53464	329.49023333333304	368.216158064516	10395.9782625
TCGA.59.2350.01	0.17719382904937497	52.3165	52.6365	15.6256285714286	4.2930375	40.830625	316.449314285714	11.572560000000001	137.725926666667	187.464070967742	6166.403175
TCGA.59.2351.01	0.24905811553707302	87.8288	19.6166	39.0421	3.9010125	274.799375	685.241057142857	43.24566	191.23198	386.359712903226	12124.18135
TCGA.59.2352.01	0.124038099115378	42.975264285714296	164.8833	51.000557142857105	4.681425	159.472275	361.172871428571	40.66146	272.17899333333304	284.100196774194	16821.7357625
TCGA.59.2354.01	0.181476160428926	396.539778571429	46.6075	68.1518714285714	16.1409875	144.019725	743.3380142857139	86.85034	295.064006666667	337.498809677419	85172.3238
TCGA.59.2355.01	0.100392164166923	123.641785714286	36.5325	39.1126714285714	2.92465	92.460125	294.716642857143	20.93436	200.25846	290.42103225806403	15095.5597625
TCGA.59.2363.01	0.0707535155071006	31.845114285714303	73.5622	6.7511571428571395	3.9567625	80.8627	166.4225	18.2791	237.00402000000003	249.747303225806	10957.192925
TCGA.59.A5PD.01	0.174489345924953	327.76584285714296	4.5454	10.2163	2.4620875	39.5070125	187.7462	13.151320000000002	169.12888	108.712316129032	7878.4419
TCGA.5X.AA5U.01	0.0116465384656883	27.8370785714286	0.5685	1.2994571428571398	5.5785875	77.7803875	186.1369	22.172220000000003	141.23886000000002	215.096096774194	7384.331775
TCGA.61.1721.01	0.0557718264713908	65.56665	24.924	36.7347	5.92705	290.0456	477.898414285714	190.03038	288.34852	1530.02450645161	39166.28875
TCGA.61.1724.01	0.0902752670873841	475.28995714285696	8.1513	38.008285714285705	3.34205	19.8891375	309.650657142857	14.80274	247.64700000000002	194.677158064516	12822.841125
TCGA.61.1725.01	0.10567449035536901	36.3610428571429	25.9179	37.6901571428571	3.2397375	20.019925	365.79405714285696	23.6584	124.0516	204.99322258064498	18233.6434625
TCGA.61.1728.01	0.0581428201596855	318.8926	5.2429	17.384471428571402	2.8974125	15.7633	299.47797142857104	20.806160000000002	199.930546666667	206.98124838709703	6159.634575
TCGA.61.1733.01	0.0599604105397378	193.315535714286	25.3831	20.9359714285714	1.49665	25.802225	252.34127142857102	17.33718	229.374186666667	204.706777419355	24777.0276625
TCGA.61.1736.01	0.0781675044047941	98.46462142857142	10.1954	36.2908142857143	8.283775	80.448175	606.809071428571	39.50724	284.19712000000004	571.636616129032	12375.73335
TCGA.61.1737.01	0.0924363779480293	258.131692857143	37.1134	32.4426714285714	2.687775	18.5567	550.3892285714289	71.3402	203.25969333333302	365.33878064516097	91223.2128
TCGA.61.1738.01	0.0666923588746409	418.041	48.4758	24.3449857142857	2.3738375	94.3278375	221.544214285714	75.06248000000001	222.42213333333302	110.783167741935	1442.7786125
TCGA.61.1740.01	0.224144914348757	113.9217	73.9777	83.3716714285714	5.9250625	168.8129125	837.1638	45.70178	295.180046666667	277.400261290323	9245.3572125
TCGA.61.1741.01	0.0760553103072761	84.7839928571429	15.6811	24.081757142857104	2.3412875	836.0012875	397.06601428571406	31.536540000000002	214.07672666666699	286.124780645161	5555.7007375
TCGA.61.1743.01	0.0410511852132449	73.6122	3.6708	7.2432285714285705	2.753075	142.7875	146.963171428571	13.031260000000001	266.62077333333303	302.343861290323	5067.16375
TCGA.61.1900.01	0.0410737074761775	91.3601428571429	601.7808	9.29865714285714	1.91895	44.1740875	137.6727	14.430439999999999	299.15054	266.752903225806	11116.4269375
TCGA.61.1907.01	0.11859322944118099	134.932964285714	139.283	99.00454285714291	3.4538875	106.7178625	564.623914285714	76.4647	239.61946	198.19755483871003	485.798925
TCGA.61.1910.01	0.0437202268786288	240.81237857142898	3.8685	7.18431428571429	4.4729125	15.473875	329.510885714286	16.82784	181.49582	269.571664516129	4756.05415
TCGA.61.1914.01	0.13463765064382802	342.819457142857	25.184	15.9153285714286	1.7607375	41.9911	421.23744285714304	40.8066	146.94933999999998	199.500087096774	7135.740675
TCGA.61.1917.01	0.0724386316644069	1817.9210785714301	33.6098	78.25652857142859	2.0733375	102.4116125	465.87578571428594	33.347879999999996	156.43823999999998	245.499919354839	12583.3888
TCGA.61.1918.01	0.067826664844965	114.77424285714301	12.9391	31.067442857142897	4.0734	39.955325	548.164271428571	58.657059999999994	247.56735333333302	281.043935483871	7220.5708375
TCGA.61.1919.01	0.166922798021149	145.885092857143	22.9243	29.5502	2.4656875	51.646225	785.212857142857	94.68248	179.98204666666697	206.81273225806498	65672.2124625
TCGA.61.1995.01	0.125939034793491	314.268228571429	20.924	29.4410714285714	5.804275	55.4272125	803.5486428571429	64.95048	383.951366666667	269.259651612903	4549.6924625
TCGA.61.1998.01	0.125245349603224	255.429378571429	4.7818	20.3797	2.9886375	99.621425	525.9465571428569	56.10678000000001	188.829133333333	471.10528387096804	26863.5923625
TCGA.61.2000.01	0.0517264559991197	55.15732142857139	4.8845	108.094385714286	5.828125	25.7548625	290.520171428571	21.6696	198.105373333333	227.71042580645198	11687.6149
TCGA.61.2002.01	0.162972405734758	105.158892857143	124.2843	124.761685714286	3.5438125	47.358325	704.715042857143	106.58663999999999	304.200513333333	199.16454516128996	49848.20425
TCGA.61.2003.01	0.195888316409335	276.734985714286	35.8665	54.1802	5.2348125	178.5333875	1564.6732857142902	234.16192	300.04735333333304	397.14854838709704	50065.88645
TCGA.61.2008.01	0.0655416539042701	85.5395928571429	30.6837	20.1381857142857	2.9460875	48.58255	498.943871428571	16.54252	272.744126666667	274.490122580645	19791.4046625
TCGA.61.2008.02	0.16529658083959398	245.689564285714	134.2637	162.854057142857	16.5717375	18.845275	600.982828571429	82.03738	214.25300666666698	267.649980645161	7092.9079125
TCGA.61.2009.01	0.124072569906396	395.53652857142896	72.2781	47.64082857142861	2.5160125	8.577325	446.4384	77.67612	213.78468666666697	266.703222580645	65135.7731
TCGA.61.2012.01	0.273184641304422	492.703471428571	85.1098	91.3303857142857	3.958575	237.948575	562.7599571428569	85.30766	323.483026666667	194.8394	9012.9761375
TCGA.61.2016.01	0.0607457481998346	101.595928571429	30.3835	48.62771428571429	5.3109375	461.5265875	461.662271428571	49.60168	398.59198	453.913306451613	5109.0675125
TCGA.61.2088.01	0.0362365137460978	235.562314285714	8.3031	4.96701428571429	10.7031625	170.3424875	276.221357142857	9.96366	264.24494	303.873474193548	5450.085625
TCGA.61.2092.01	0.0346980041917595	81.8493714285714	3.2318	2.9019999999999997	0.6348125	69.02125	140.350871428571	8.40258	210.249306666667	208.537512903226	773.19945
TCGA.61.2094.01	0.42094358664280696	277.874278571429	213.6735	321.51635714285703	16.2779875	464.6535	1431.0582	169.34422	372.42265333333296	282.80551935483896	3482.098525
TCGA.61.2095.01	0.203955308632745	104.178457142857	3.8368	246.06728571428602	17.551775	232.190825	893.4577142857139	255.53142000000003	396.487186666667	415.826458064516	45146.630625
TCGA.61.2097.01	0.12245313139191902	47.7475285714286	2.1587	2.56984285714286	3.1480375	61.52185	556.305628571429	15.254539999999999	358.00203999999997	414.07216129032304	23835.5000875
TCGA.61.2098.01	0.0404461729149227	206.647264285714	21.5233	4.47237142857143	2.061475	36.8271375	272.414985714286	4.8636800000000004	212.71687999999997	441.716535483871	10832.42815
TCGA.61.2101.01	0.0475088398776225	278.16097142857103	7.7014	15.4451714285714	1.2218625	18.8833	218.479185714286	39.98814	227.23143333333303	229.507732258065	53626.0363625
TCGA.61.2102.01	0.0830359958159696	33.9296642857143	2.9988	11.1385285714286	2.024225	162.011975	611.463857142857	76.77014	309.279693333333	576.590935483871	31141.610925
TCGA.61.2104.01	0.120149444379112	132.948128571429	20.9331	26.204414285714304	5.0470125	66.3917125	625.357957142857	81.24888	231.11584666666698	314.971019354839	8916.5079125
TCGA.61.2109.01	0.0697859622054235	149.716307142857	7.1521	47.407885714285705	5.0064375	209.31675	335.669671428571	10.58502	319.426553333333	289.20516129032296	4935.6762125
TCGA.61.2110.01	0.052936102372859	114.27209285714301	2.3821	10.9576	3.0967	149.59505	198.3938	14.673639999999999	218.19912666666698	209.45641935483897	7279.9553375
TCGA.61.2111.01	0.10460012964381801	151.906335714286	130.2912	31.0503142857143	3.93875	89.4626125	434.252271428571	68.32784000000001	343.360346666667	269.272235483871	4670.369275
TCGA.61.2113.01	0.18724539336571	92.07652857142858	34.5942	28.4775714285714	5.066825	67.0044625	624.635242857143	21.73496	329.8448	350.079270967742	49407.0013875
TCGA.OY.A56P.01	0.0054534839935535895	49.9977714285714	3.4731	12.0223714285714	1.9369375	11.7218125	109.2699	2.56478	223.82966000000002	249.60689677419398	6942.1627375
TCGA.VG.A8LO.01	0.034111756452794004	97.38532857142859	5.4755	7.638071428571429	3.985825	74.160575	72.2395571428571	8.30986	182.66634666666698	198.724325806452	8078.1178
TCGA.WR.A838.01	0.0026953869762475604	129.867628571429	0.3845	6.86548571428571	1.7781625	200.836225	61.2402	13.91774	218.838913333333	201.675161290323	5613.201175
