	LeukocyteMeth_score	T cells	CD8 T cells	Cytotoxic lymphocytes	NK cells	B lineage	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts
TCGA.24.1924.01	0.141138798028178	262.8775	119.94	111.249728571429	4.8257	30.6877875	716.1212142857139	48.950540000000004	180.88456000000002	226.459587096774	4261.0031
TCGA.24.1928.01	0.117550746241643	161.853642857143	22.6595	28.3244142857143	3.31695	17.4046	414.419871428571	23.31546	244.126413333333	380.637080645161	67045.387975
TCGA.24.1930.01	0.16523744820197198	440.357864285714	45.5467	70.02935714285711	5.2590875	72.228125	1378.51145714286	56.354319999999994	234.01203333333302	334.728209677419	32859.3669875
TCGA.24.2019.01	0.0780092069930045	73.13048571428571	70.265	50.0851	4.46755	44.6146125	336.7719	30.44006	147.75913333333298	279.439458064516	12753.19595
TCGA.24.2020.01	0.0496286319133677	35.14665	4.9669	7.56858571428571	2.8559625	241.597675	166.262542857143	19.13906	196.55628666666698	301.054580645161	6656.9921125
TCGA.24.2023.01	0.0669113374187962	86.02452142857142	20.491	58.07598571428571	4.5856875	23.21765	331.752985714286	27.894240000000003	257.21744	144.337296774194	4683.417825
TCGA.24.2024.01	0.0414572569357624	56.705185714285705	5.8223	16.0113714285714	3.4933875	41.192875	342.894828571429	27.539540000000002	206.88624	253.883906451613	44960.1924625
TCGA.24.2026.01	0.11293378447898401	75.0146928571429	18.2899	62.6037	5.3955125	60.813875	438.28858571428594	27.508020000000002	226.94102	177.024829032258	5148.4055875
TCGA.24.2027.01	0.0429598479939675	363.05855714285696	245.0162	13.6146857142857	3.7174875	72.7444625	174.3835	9.19236	262.36452	366.68275161290296	11272.2362625
TCGA.24.2033.01	0.0661354908889835	109.157814285714	9.5198	11.8397571428571	1.819975	360.4928	340.944385714286	14.7837	211.675773333333	188.99134516128998	35865.1105875
TCGA.24.2035.01	0.20570329336841603	360.639057142857	57.6208	67.8881142857143	10.4554125	149.6282625	784.5548	245.601	366.336213333333	734.652629032258	68039.893125
TCGA.24.2036.01	0.0289982321573384	40.638607142857104	35.2067	2.1526285714285702	1.672325	35.2067	242.268957142857	15.138879999999999	281.32509333333303	276.820709677419	11028.7234125
TCGA.24.2038.01	0.0190806902570883	31.964657142857103	0.4238	18.3433428571429	3.2312625	464.561925	268.581728571429	16.1034	246.12776000000002	203.51882580645199	3445.4047
TCGA.24.2254.01	0.0832224413682712	47.1235285714286	4.6826	4.38532857142857	2.7965625	71.6051	664.040442857143	43.9126	366.146393333333	353.07492580645203	22301.7891625
TCGA.24.2261.01	0.15727907777546202	130.635442857143	101.8351	105.23207142857099	8.2340375	112.9814	950.707071428571	34.22072	274.351686666667	249.556358064516	25017.6954625
TCGA.24.2262.01	0.240199011296367	285.266621428571	33.6358	54.81748571428571	6.6928375	52.4272	319.29465714285703	64.25118	219.34182	519.5397741935479	10379.8233375
TCGA.24.2267.01	0.260970212045829	122.890571428571	66.0819	78.86384285714291	6.2134625	250.6579	1197.57727142857	49.1228	216.608186666667	452.881535483871	6919.72005
TCGA.24.2271.01	0.20324798681317602	396.08275714285696	43.1245	78.6934714285714	8.9503625	532.5468	446.0072	45.56548	305.831286666667	408.515451612903	34665.7068875
TCGA.24.2281.01	0.285816003462393	241.93397857142898	43.0519	63.50681428571429	4.23265	91.485375	691.376285714286	68.97988000000001	249.282066666667	155.095467741935	7459.936275
TCGA.24.2288.01	0.241837897172594	969.0352571428571	71.102	73.8494857142857	8.5235	250.3868375	585.270142857143	36.7166	231.25631333333303	339.74964516129	24190.6589625
TCGA.24.2289.01	0.20355580866227999	201.274271428571	7.9037	19.248357142857103	3.105025	68.45125	971.0194	13.69966	272.763766666667	239.80599032258098	85150.1914875
TCGA.24.2290.01	0.12824172854090501	90.97884285714291	7.0152	11.1492285714286	1.6442125	147.1007375	972.9882	52.00042	316.21177333333304	246.18924838709702	8583.7443875
TCGA.24.2293.01	0.285228134930075	149.058207142857	49.6931	65.4546428571429	6.8032375	108.1490875	1344.50977142857	100.74686	294.845813333333	445.84209354838697	154127.32715
TCGA.24.2297.01	0.05245773878276099	319.587585714286	5.5568	17.090742857142903	4.453625	116.0804875	139.83358571428602	24.7769	177.77486666666698	331.311087096774	11010.991075
TCGA.24.2298.01	0.0981382460418592	447.779528571429	10.6602	27.4612	3.7396875	6.66265	172.87285714285701	12.104519999999999	432.209993333333	263.038783870968	38125.818
TCGA.25.1312.01	0.0485135145087017	236.13089285714298	15.3939	17.867885714285702	2.88635	62.1166625	409.332514285714	14.62416	234.56403999999998	249.29358064516103	7856.0691625
TCGA.25.1313.01	0.12134383655685302	82.63305	5.098	19.2717	5.0725375	117.303925	961.9389428571429	49.88234	271.215686666667	279.052622580645	14080.024525
TCGA.25.1314.01	0.0682890602807673	315.095371428571	33.012	35.279842857142896	5.0394375	52.8776125	318.2004	30.6164	307.352213333333	394.106280645161	14872.934925
TCGA.25.1315.01	0.0324563526413264	122.89525	17.494	5.4564714285714295	1.1298125	96.0347125	129.955314285714	37.90364	264.60627333333304	259.9769	4629.3877125
TCGA.25.1316.01	0.050487431433594	184.83729285714298	544.5556	70.0756714285714	5.553999999999999	142.3158375	151.068957142857	19.97666	331.23791333333304	289.033712903226	5547.8293125
TCGA.25.1317.01	0.0542586076608012	163.499885714286	8.2102	11.2596857142857	2.4117375	120.2278375	174.407714285714	15.84566	346.606453333333	317.393938709677	17948.9219
TCGA.25.1318.01	0.0857061008418422	679.639528571429	1.8692	6.8758285714285705	4.8481375	9.11215	565.287057142857	27.943920000000002	271.80686666666696	285.43804516129	24663.8644875
TCGA.25.1319.01	0.0614181375320645	126.815721428571	26.1723	33.7059142857143	3.2246625	54.3466125	419.2034	15.00026	198.7533	285.39284516129	5235.38965
TCGA.25.1320.01	0.0934312264497452	106.801171428571	21.1073	25.387157142857102	3.6171625	116.728675	398.14658571428595	65.84125999999999	230.00186000000002	300.842016129032	60098.14145
TCGA.25.1321.01	0.0603703572951362	248.952385714286	3.2593	3.6402	1.5926	118.5926125	355.767185714286	30.162940000000003	244.385193333333	287.51856129032296	7167.29705
TCGA.25.1322.01	0.0704647972268537	167.96656428571399	3.0641	19.7692	5.5362125	420.68245	587.703942857143	33.537620000000004	298.031586666667	343.947893548387	19068.3656
