	LeukocyteMeth_score	B_cells	Cytotoxic_cells	Dendritic_cells	Endothelial	Eosinophils	Fibroblasts	Macrophages	Macrophages_M1	Macrophages_M2	Mast_cells	Monocytes	NK_cells	Neutrophils	Plasma_cells	T_cells_CD4	T_cells_CD8	T_cells_gamma_delta	T_regulatory_cells
TCGA.09.0369.01	0.101152951405166	-0.144061986090349	-0.34623076673943104	-0.0484197566207432	0.15989021195558098	-0.0782191762958418	0.0975838669607903	0.109957531221952	0.0155463060477064	0.0663459553789517	-0.0280452546946157	-0.0058629059276952	-0.322829795391928	-0.192197934079134	0.152304988859926	-0.20158234895426802	-0.182237669510508	-0.236416893022071	-0.275049478073094
TCGA.09.1659.01	0.0593200844921141	0.0624457936487776	-0.145532411986359	0.0674883392399662	0.00427701221625967	0.0470698767880672	0.118675740752081	0.178474351806668	0.130277460301363	0.15959147943177202	0.0663276327606236	0.0771887297039946	-0.10645711418291601	-0.10008427664524303	0.288050381122759	-0.0625082056444667	-0.0382794479577872	-0.070664395786448	-0.0817929925725258
TCGA.09.1662.01	0.13973843903891	0.10639634628619	-0.10290607963350801	0.128062974350574	0.0222593506908822	0.108959047595463	0.12497976065378501	0.260931695544159	0.16436888779856798	0.22371748291904398	0.160146963929676	0.14816664348995198	-0.0283712404290489	-0.04526015808148901	0.204259831705347	-0.00478987971949463	0.0218562737809252	-0.0324668674193899	-0.00930509073288532
TCGA.09.1666.01	0.0849440909039758	0.0164422372797356	-0.156846411272235	0.09767875810405699	-0.0689864520079927	0.0632771219439952	-0.0103450072607946	0.23124966933089997	0.18644260756221104	0.168939744477444	0.13044576033968303	0.0808630468115672	-0.0929682245033706	-0.12280615383901	0.24182014141122699	-0.0497204587546834	-0.0333721531215129	-0.0549330789930902	-0.0837886671871035
TCGA.09.1667.01	0.11127309420099002	0.11069706290240301	-0.0310496417275852	0.149697355344451	-0.00585043044367321	0.13731907751592598	0.0783910174291251	0.27239802522516	0.231133383299166	0.20953709084195105	0.192068634602937	0.12281831864141698	0.00577015502849889	-0.0277404034131161	0.34877935831692397	0.0393859148686021	0.0568519243785118	0.0553442477897062	0.0731567339734798
TCGA.09.1668.01	0.141491751220325	0.0882143272974408	-0.0929028847448379	0.170705953264186	0.00676771543183109	0.155958760895466	0.0815152807548708	0.265943308347725	0.23366861929772	0.205008232970124	0.17370293133914003	0.0965636152107774	-0.0218327075422073	-0.0767851676010463	0.339147841092996	0.0248153999086016	0.0272229572371017	0.00275634789959495	0.0603126051469531
TCGA.09.1669.01	0.0825202795838479	-0.015103672677191999	-0.17478070672401402	0.0398353851645561	-0.0623775400344753	0.0323073381238673	0.142363459131896	0.163123599719073	0.12953218344625	0.11325502944234402	0.0598619837855772	0.0319933503401743	-0.114103309362525	-0.161463271034268	0.269814082079493	-0.0445350990276386	-0.0433392153314799	-0.0729087221076472	-0.031874425324667006
TCGA.09.1670.01	0.111348083064122	0.036240222844757995	-0.28069321369052697	0.0901961995467764	-0.0784870314690279	0.0974539352204759	0.011640348164118998	0.23336692705415196	0.159680569322432	0.177279366577794	0.041720183164937995	0.140588134463321	-0.153285416576148	-0.0557547098495993	0.293962974573542	-0.0679595849119957	-0.048884192841455	-0.10634617233423001	-0.0982750516220585
TCGA.09.1673.01	0.0456094771497273	-0.0720621504216323	-0.310713076444013	0.0152198177976526	0.0495657320544458	0.00626152675491415	-0.130597447407612	0.16584922793256102	0.0778866934093054	0.07815757777108799	-0.0240380817022038	0.0369701278188663	-0.221113292190064	-0.140104764995644	0.27084189137194	-0.12164167830430199	-0.121206840290292	-0.16417857734094599	-0.18235135393091298
TCGA.09.1674.01	0.0387961014989242	-0.212174838229951	-0.500226535783172	-0.211914789611248	-0.0685417856599561	-0.10826983605634802	0.08223568243861801	-0.0409205028179161	-0.12302972539553199	-0.14582028164922303	-0.16990272697039802	-0.17617717580345998	-0.40270794724867404	-0.332938055022172	0.152121380286004	-0.25901723406100197	-0.28033646379544397	-0.321480910049372	-0.369208459300486
TCGA.09.2044.01	0.136226438968971	0.0695273300387231	-0.24281846648581798	0.108334445283452	0.0365498146452631	0.13720178961503998	0.0522923370996651	0.25283430894852804	0.215771729580798	0.18392888517399603	0.119807282850546	0.14232824351562098	-0.0905834730707275	0.00521768338599073	0.30616084906326	-0.0301908483876647	-0.0217697009950774	-0.0706571315122556	-0.0063241276754498294
TCGA.09.2045.01	0.0785829786654475	0.0121631144904153	-0.270273013205711	0.0242936960171347	-0.0405307044171083	0.0359708785342332	0.0493833794262833	0.152797304654983	0.11250276116090101	0.0853287328455775	-0.0461145853635607	0.0425657731374307	-0.18311878095234804	-0.149332605180252	0.22156204672043103	-0.0906254490384166	-0.0867107103088423	-0.137983052243323	-0.13533996670247098
TCGA.09.2048.01	0.0785481583050441	-0.174917356779693	-0.383482537408376	-0.132843603386493	-0.12122693230061998	-0.128436853625256	0.0636866429866197	-0.010793090246894002	-0.0812344002406296	-0.049268843123083	-0.18721207380106897	-0.12587865711249302	-0.33231483591397	-0.24091980593084697	0.155944721047307	-0.22345731718784	-0.208716393821601	-0.251816038197207	-0.272701709449183
TCGA.09.2051.01	0.130182408150839	0.0346616887515457	-0.15363353691051598	0.0690945384773752	-0.0548413859075294	0.0672165627766371	0.0972766642270659	0.199836072577333	0.16111103925694698	0.150811206047253	0.0648986063101147	0.0427284720357181	-0.10721949079459	-0.10218977294508802	0.24330262987098702	-0.0434192662628169	-0.0421895754053609	-0.0546854297280829	-0.0773307258187453
TCGA.09.2054.01	0.0814079756005146	-0.0932319570380547	-0.329118010995441	-0.0591650077063236	0.162339824819679	-0.0150062196392856	0.147255509665542	0.0963611707317636	0.0385187496700649	-0.0149514705481536	-0.0686167516307375	-0.0236599286099241	-0.259196713137327	-0.204596620456651	0.21593107039389003	-0.16839694572951802	-0.15381084060095598	-0.17715762824266199	-0.20042625230244898
