Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TCGA-13-0730-01	0.0136900221823741	0	0.00129879208889228	0.0432422987848604	0	0	0	0.0233678611632355	0.00984479020769252	0	0	0.0120133913895092	0.00274235515467408	0.0504593028038939	0.00302345543247045	0.054601239018278	0	0.0117662969973615	0	0	0	0	0.271	0.0564096733067979	1.07846468686174	0.226049805223242
TCGA-13-0799-01	0	0.00107496434006506	0.00449966469615454	0	0	0.0140154857307584	0	0.0294850199004423	0.0115540834226537	0	0.00103444686375572	0.00900830643692613	0.00254394384993992	0.0154648088016923	0.00961958646449822	0.00159629549484422	0	0.0232640066625757	0	0.0052785113698005	0	0	0.201	0.0761549980936889	1.07380339230466	0.128439124034107
TCGA-13-0800-01	0	0.00157519008599834	0	0	0	0.0120413336259113	0	0.0192514010650826	0	0	0	0.00112340153390281	0.00503163961668403	0.00933700245260574	0	2.37850776294944e-05	0	0	0.0162071151859335	0	0.00101307287838265	0	0.707	-0.000880193011744279	1.09814162056516	0.0656039415221305
TCGA-13-0801-01	0	0.0286039156986774	0	0.00790016395301186	0	0	0	0.0143578087084852	0.0146376600936958	0.00743201896908775	0	0.00580095199629444	0	0.109513385700778	0.018652127580858	0.133061070040792	0	0	0.00987269180914986	0	0	0	0	0.609429504172197	0.794406635945128	0.34983179455083
TCGA-13-0890-01	0.0280870958820463	0	0.00190645633835332	0.0260693409855562	0	0.0621609862254795	0	0.0169668276418419	0.0252301025961737	0	0.00637679428429182	0.00482388305660788	0.00798382968911645	0.015060552426313	0.032225209591435	0.0776275090560705	0	0	3.13076111302047e-05	0	0	0	0.11	0.113178292199689	1.04566764871739	0.304549895384416
TCGA-13-0893-01	0	0	0.00146371359294959	0.00353535055368903	0	0.0552875304612332	0	0.0102377575459764	0.0234656947311879	0	0.0079490086293766	0.00550813918106581	0.00177611730271205	0.0259183651902425	0.024128903694762	0.00713624158161181	0.00074096831142497	0	0.0229415403423486	0	0	0	0.106	0.118920755854148	1.04872279782817	0.190089331118581
TCGA-13-0897-01	0.00267032140037445	0	0	0.0186753069032824	0	0.0379805318994148	0	0.0139323818424774	0.0166347460360776	0	0.00671639133582519	0.00369497525977754	0.00156210995981529	0.00447415205084283	0.0292984173086945	0.0526833890397774	0	0.00198845748393473	0.00335549791343934	0	0	0	0.05	0.161793587078344	1.03527077413435	0.193666678433733
TCGA-13-0899-01	0	0.00383253776892068	0.00312834365547968	0.0100527451457977	0	0.0124991220217732	0	0.0238287035465311	0.0111966521498462	0	0	0.0106056984311899	0.00317174120372947	0.0566863053515457	0.00731343797172577	0.0332190011569719	0	0	0	0.0140436523534418	0	0	0.083	0.133849681782486	1.05118977623903	0.189577940756953
TCGA-13-0913-01	0	0.00196142231847602	0.00462616761270694	0	0	0.0186082050915535	0	0.0161549920706161	0.0126948462409569	0	0	0.00553584796252344	0.00570691078723592	0.0142010060642409	0.00226375888458413	0.0131697329535862	0	0.00961679278029046	0.0169265001144372	0	0	0	0.419	0.0338070454037749	1.06116037998356	0.121466182881208
TCGA-13-0916-01	0.0197049284172517	0	0.000704336242117369	0.0184717187463596	0	0.0211685444300324	0	0.0342073481806618	0.0139440824325762	0	0	0.00404666580797277	0	0.0575317882985828	0.0437429623386734	0.0365590317013823	0	0	0.00541198492427813	0	0	0	0.017	0.231023773890825	1.00564038233039	0.255493391519888
TCGA-13-0920-01	0.0159369775205946	0	0.00616247756806044	0.0201660732854621	0	0.0306642737331628	0	0.0176715244933398	0	0	0	0.00598060094314472	0.00330292893962603	0	0.0179512274910792	0.0195414793051496	0	0.0110968414900295	0.00260805406390405	0	0	0	0.709	-0.00120926741587657	1.10061706962122	0.151082458833553
TCGA-13-0924-01	0.0228965575387944	0	0	0.0689333309496557	0	0.039273566874548	0	0.0299824343421124	0.0354131454133322	0	0.00326083684223703	0.0131791771338569	0.0183415716251918	0.0235804574582048	0.0302475953867701	0.094757598250402	0	0	0	0.0222062902792291	0	0	0.047	0.169518080465902	1.02015531560954	0.402072562094334
TCGA-13-1403-01	0	0.000826238713042821	0	0	0	0.0484025618251549	0	0.0152223600055269	0.00723099549359559	0	0.00224700817935771	0.00754256823788005	0.00516182301106343	0.00299527915920208	0	0.00634067382262109	0	0.0195862612488002	0.00210349478652901	0	0.000353125284457766	0	0.323	0.0479845202530187	1.0934644623298	0.118012389767232
TCGA-13-1405-01	0.0231327013689548	0	0.00706680652488662	0.0406477141362283	0	0.0513337513593321	0	0.00558987564994062	0.0166416282529182	0	0.00788862337587407	0.00258546637733406	0.0118781008270336	0	0.0252521925907882	0.0566326110393261	0	0	0.000992746061543272	0	0	0	0.235	0.0672140339008717	1.06585457811145	0.24964221756416
TCGA-13-1410-01	0.0139344171210606	0	0.0119867744258216	0.00741108313477241	0	0.030505906992303	0	0.0181274241118695	0.00978664006382435	0	0.0106162946022802	0	0.00278412437919788	0.0131076166060163	0.0305665421772885	0.0481084821173718	0	0.0112616329862643	0	0	0	0	0.055	0.156259818889293	1.02990887923593	0.20819693871807
TCGA-13-1411-01	0.000340861957793561	0.00313391601861588	0	0.0140595837976423	0	0.0593273013463162	0	0.00976282622604163	0.0149539544521595	0	0.0132632511112791	0.00932852523920925	0	0.182971233918136	0.031616911055425	0.16419510816538	0	0	0	0	0	0.00994959247813711	0.002	0.451658634618423	0.8990700819743	0.512903065766136
TCGA-13-1481-01	0	0.00593844447318446	0.0203059745327739	0.0118664706917777	0	0.0393259428392249	0	0.0256200206045123	0.0161933578716493	0	0	0.0154278210342496	0.0125766350220553	0.0520477281353154	0.00803847744919546	0.0256200931800763	0	0	0.00809891044538788	0	0.00903600941340255	0	0.259	0.0592122961292444	1.05982521257808	0.250095885692805
TCGA-13-1489-02	0	0.00620821708565268	0	0.0331984337975898	0	0.0277686552451854	0	0.0247712831415106	0.0026242958481773	0	0	0.0173948386597227	0.00403423877461789	0.00519931504296578	0.0213919475395087	0.011985574457182	0	0.0508705750085297	0	0.0352879684840908	0	0	0.183	0.0834758520189143	1.08864255886727	0.240735343084733
TCGA-13-1497-01	0.000439365921402298	0	0.00602445989335495	0.0154718337603913	0	0.0554173331501678	0	0.024172456143473	0.000319353202385817	0	0.00197352399582321	0	0.00961688795260496	0.029048650998405	0.0140528166794613	0.0252468777452817	0	0.0174044854488251	0.00524838015613131	0	0.00299151995493027	0	0.091	0.128005517367975	1.03773551197558	0.207427945002638
TCGA-13-1498-01	0	0.00859858508623013	0	0.0158779502510913	0	0.0468449664617836	0	0.0204126461266143	0.0261294759346394	0	0.00467519835526254	0.0213669622263358	0.0113264182977571	0.0620036914535865	0.028912433032796	0.0362275793976023	0	0	0	0.0034297669470557	0	0	0.027	0.207757502304445	1.01175987776662	0.285805673570755
TCGA-13-1505-01	0.0128173907009153	0	0.0313845199083601	0.0193696384078103	0	0.0638497239851605	0	0.0407180936323653	0	0	0.00633409087387004	0.000925262038144886	0.00754230274086649	0	0.0184561478114182	0.0473260726631457	0	0.00301081856069802	0.0109955992228108	0	0	0	0.278	0.0556056371644607	1.06146634498002	0.262729660545566
TCGA-13-1506-01	0.0203187492596324	0	0.00123813534643792	0	0	0.0529366770578006	0	0.0133488138586316	0.00265014390700386	0.00112351287923042	0	0.00466845849464515	0.0113226105451793	0.0197047840750313	0.0103750515888972	0.00176115164183148	0	0.0160644297384704	0	0.00699236349360631	0.00171487094795455	0	0.2	0.0763874556978404	1.05838704182673	0.164219752834352
TCGA-13-1507-01	0.00503676343673838	0	0.00620932605897664	0.014259130038642	0	0.0563694136682629	0	0.0407877784555162	0.00452421944869286	0	0	0.0246610521947089	0.00624648844224623	0.0512665406318961	0.0716574297057859	0.0697498884890838	0	0	0.0204857242357227	0	0	0.00257713145421396	0.011	0.256077469020144	0.993668581888984	0.373830886260487
TCGA-13-1511-01	0	0.00705987610733398	0	0.00495522313080484	0	0.0147271829870358	0	0.00360592064185393	0.0130654223532525	0	0	0.0165209993822107	0.00266415037660015	0.0201632792848472	0	0.0250925214033328	0	0.0335580160713727	0.00366985564587039	0	0	0	0.171	0.0854767765082308	1.06678130460904	0.145082447384515
TCGA-13-1512-01	0	0.00346768427057211	0	0.0129677612450751	0	0.0231748394992651	0	0.0108323620987673	0.00881998957988405	0	0.00850025840247562	0.000764154080153459	0.000750215481290744	0.0497926037076834	0.0298536628224628	0.0360659741366759	0	0	0.000552172513123714	0	0	0	0.0610000000000001	0.148953419512226	1.054239093671	0.185541677837429
TCGA-13-2060-01	0.0223388670474643	0	0.00104929235058643	0.0265461188197691	0	0.0415245394296033	0	0.024373690397172	0.00733644375001511	0	0.00128773101706745	0.00380047940890442	0.00459254944697866	0	0.054741959802339	0.0757163788466728	0	0.000407238785549016	0.0109690752329803	0	0	0	0.00800000000000001	0.279891047544685	0.981471111402401	0.274684364335102
TCGA-13-A5FT-01	0.0150792609844558	0	0.00594643940025721	0	0	0.00807325637895911	0	0.0193882895249395	0.0029907850672384	0	0	0.00650044753505229	0.00285123635301832	0.0121364067616495	0.00804570176352623	0.0130321442144001	0	0.0359893093318668	0.000579494277283854	0	0	0	0.236	0.0664595365021401	1.07859837795933	0.130612771592647
TCGA-20-1682-01	0.0021422063878239	0.00867073717832876	0	0	0	0.111856556592876	0	0.0400926999621614	0.000154474265137349	0	0.00013838276972671	0.0096421895202054	0.0151410451277105	0.0374248923206819	0.0230732672699702	0.0384897769778437	0	0	0.024244315987192	0	0.0029219450714493	0	0.149	0.0946431461639369	1.04992760557641	0.313992489431107
