"entrez_id","hgnc_symbol","RG10T17","RG10T18","RG10T19","RG10T5","RG10T7","RG10T8","RG13T10","RG13T11","RG13T122","RG13T13","RG13T14","RG16T1","RG16T3","RG16T5","RG16T9","RG17T13","RG17T14","RG17T19","RG17T6","RG17T7","RG17T9","RG19-T10","RG19-T11","RG19-T7","RG19-T8","RG19-T9","RG1T3","RG1T5","RG1T6","RG1T7","RG20-T10","RG20-T12","RG20-T14","RG20-T8","RG4T1","RG4T2","RG4T3","RG4T4","RG4T5","RG5T12","RG5T13","RG5T14Rep","RG5T15","RG5T16","RG5T17","RG5T22","RG6T12","RG6T13","RG6T16","RG6T3"
"148304","C1orf74",5,5,5,5,4,4,4,2,1,2,1,3,3,3,3,7,7,7,4,5,7,3,4,3,3,3,5,4,7,5,4,4,5,4,1,1,1,1,1,4,4,7,5,5,5,7,2,5,5,6
"148327","CREB3L4",5,5,5,5,5,5,5,2,4,4,4,3,3,3,3,4,4,4,3,3,4,5,5,5,5,5,5,4,8,6,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"148345","C1orf127",5,4,4,3,3,3,4,6,2,3,3,3,3,3,4,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,5,5,4,5,5,2,2,4,3,2,2,3,8,6,7,4
"148362","BROX",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,3,4,3,3,3,5,4,7,5,4,4,5,4,4,4,4,4,4,2,2,3,3,3,3,5,2,5,3,2
"148413","MRPL20-AS1",5,4,5,4,4,4,4,6,5,6,6,3,3,3,3,4,4,5,2,3,4,NA,NA,NA,NA,NA,5,4,6,4,5,5,5,5,5,5,4,5,5,2,2,3,3,2,2,3,8,8,8,6
"148418","SAMD13",6,5,5,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,1,2,3,4,4,4,4,4,5,4,6,5,5,5,6,5,4,4,4,4,4,4,4,4,5,4,5,5,5,7,7,8
"148423","C1orf52",6,5,5,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,1,2,3,4,4,4,4,4,5,4,6,5,5,5,6,5,4,4,4,4,4,4,4,4,5,4,5,5,5,7,7,8
"148479","PHF13",5,4,5,4,4,4,6,6,5,6,6,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,5,5,4,5,5,NA,NA,NA,NA,NA,NA,NA,8,6,8,4
"148523","CIART",5,5,5,5,5,4,5,2,4,4,4,3,3,4,3,4,4,4,3,3,4,5,5,5,5,5,8,8,8,8,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"148534","TMEM56",4,3,3,2,2,2,4,2,3,3,3,3,3,3,3,3,3,4,1,2,3,4,4,4,4,4,5,4,6,5,5,5,6,5,4,4,4,4,4,4,4,4,5,4,5,5,7,7,7,5
"148545","NBPF4",4,3,3,2,3,2,4,2,3,3,3,3,3,3,3,4,NA,NA,2,NA,4,4,4,4,4,4,5,4,4,3,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,5,7,7,7,5
"148581","UBE2U",5,5,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,1,3,3,4,4,4,5,4,5,4,6,4,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,5,5,8,7,8
"1486","CTBS",6,5,5,4,4,3,4,2,3,3,3,3,3,3,3,3,3,4,1,2,3,4,4,4,4,4,5,4,6,5,5,5,6,5,4,4,4,4,4,4,4,4,5,4,5,5,5,7,7,8
"148641","SLC35F3",5,5,5,5,4,4,5,2,4,4,4,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,4,5,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"148696","LOC148696",5,5,5,5,4,4,7,2,4,5,4,3,3,3,3,7,7,7,4,5,7,5,4,4,4,4,5,4,7,5,4,4,5,4,1,1,1,1,1,4,4,7,5,5,5,8,2,6,5,6
"1487","CTBP1",7,5,5,5,5,5,3,6,2,2,2,2,2,2,2,3,3,3,1,2,3,3,3,3,4,3,3,3,4,3,4,4,5,4,2,2,2,2,2,2,2,3,3,2,2,3,8,8,8,8
"148709","LOC148709",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,5,4,4,4,4,3,3,5,5,4,4,5,4,4,4,4,4,4,4,4,7,5,5,5,8,2,5,5,6
"148713","PTPRVP",5,5,5,5,4,4,5,2,4,5,4,4,4,6,4,7,7,7,4,5,7,5,4,4,4,4,3,3,5,5,4,4,5,4,4,4,4,4,4,4,4,7,5,5,5,8,2,5,5,6
"148738","HJV",5,5,5,5,5,4,5,2,3,4,3,3,3,3,3,4,4,4,3,3,4,5,5,NA,5,5,8,8,8,8,5,5,8,7,3,3,3,3,3,4,4,NA,5,4,NA,5,6,6,6,7
"148741","ANKRD35",5,5,5,5,5,4,5,2,3,4,3,3,3,3,3,4,4,4,3,3,4,5,5,5,5,5,8,8,8,8,5,5,8,7,3,3,3,3,3,4,4,7,5,4,5,5,6,6,6,7
"148753","FAM163A",5,5,5,5,5,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,5,4,5,5,5,4,4,5,5,5,5,7,5,4,4,4,4,4,4,4,7,5,4,5,5,8,7,8,7
"148789","B3GALNT2",5,5,5,5,4,4,5,2,4,4,4,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,4,5,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"1488","CTBP2",3,2,2,2,2,2,2,3,2,2,2,3,3,3,3,4,4,4,2,3,4,3,3,3,3,3,3,3,7,5,3,3,3,4,NA,NA,NA,NA,NA,5,4,7,5,4,5,5,4,3,4,2
"148808","MFSD4A",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,5,4,4,4,4,5,4,7,5,4,4,5,4,4,4,4,4,4,4,4,7,5,5,5,8,2,6,5,6
"148811","PM20D1",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,5,4,4,4,4,5,4,7,5,4,4,5,4,NA,NA,NA,NA,NA,4,4,7,5,5,5,8,2,6,5,6
"148823","GCSAML",5,5,5,5,4,4,8,5,7,7,7,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,5,5,6,8,3,3,3,3,3,2,2,4,3,3,3,5,4,5,5,3
"148824","GCSAML-AS1",5,5,5,5,4,4,8,5,7,7,7,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,5,5,6,8,3,3,3,3,3,2,2,4,3,3,3,5,4,5,5,3
"148867","SLC30A7",4,3,3,2,3,2,4,2,3,3,3,3,3,3,3,3,3,4,1,2,3,4,4,4,4,4,5,4,4,3,5,5,6,5,4,4,4,4,4,4,4,4,5,4,5,5,7,7,7,5
"148870","CCDC27",5,4,5,4,4,4,6,6,5,6,6,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,5,5,4,5,5,2,2,3,3,2,2,3,8,8,8,6
"148898","ZNF436-AS1",4,3,4,3,3,3,3,3,2,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,2,2,2,2,2,2,2,3,3,2,2,3,5,4,3,3
"1489","CTF1",5,5,5,5,4,4,4,2,5,4,5,2,2,2,2,5,5,5,3,4,5,3,3,3,3,3,3,2,6,4,3,3,3,4,3,3,3,3,3,4,4,7,5,4,5,5,4,4,4,3
"148930","KNCN",5,5,5,3,3,3,4,2,3,3,3,4,4,5,4,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,4,5,4,5,5,7,8,7,7
"148932","MOB3C",5,5,5,3,3,3,4,2,3,3,3,4,4,5,4,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,4,5,4,5,5,7,8,7,7
"148979","GLIS1",5,5,5,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,4,5,4,5,5,8,8,7,6
"1490","CTGF",7,5,5,5,5,5,4,2,3,4,3,2,2,2,2,4,4,3,2,3,4,4,3,4,4,4,5,5,7,5,4,3,2,4,3,3,3,3,3,2,2,3,3,2,2,3,8,8,8,4
"149013","NBPF12",5,5,5,5,5,4,5,2,3,4,3,3,3,3,3,4,4,4,3,3,4,5,5,5,5,5,8,8,8,8,5,5,8,7,NA,NA,NA,NA,NA,4,4,7,5,4,5,5,6,6,6,7
"149018","LELP1",5,5,5,5,5,4,5,2,4,4,4,NA,3,NA,NA,4,4,4,3,3,4,5,5,5,5,5,NA,NA,NA,NA,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"149041","RC3H1",5,5,5,5,5,4,5,2,4,5,4,3,3,3,3,7,7,7,4,6,7,5,4,5,5,5,4,4,5,5,5,5,7,5,4,4,4,4,4,4,4,7,5,4,5,5,8,7,8,7
"149069","DCDC2B",4,3,3,3,3,3,4,NA,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,5,5,4,4,5,4,4,4,3
"149076","ZNF362",4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,5,5,4,4,5,4,4,4,3
"149086","LINC01225",4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,4,4,5,5,4,4,5,4,4,4,3
"149095","DCST1",7,5,5,5,5,5,5,2,4,4,4,3,3,3,3,3,3,4,3,3,4,5,5,5,5,5,5,4,8,6,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"1491","CTH",5,5,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,1,3,3,4,4,4,5,4,5,4,6,4,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,5,5,7,7,8
"149111","CNIH3",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,3,4,3,3,3,5,4,7,5,4,4,5,4,3,3,4,3,3,2,2,3,3,3,3,5,4,7,5,5
"149134","LINC01341",5,5,5,5,4,4,8,5,7,7,7,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,5,6,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"149175","MANEAL",7,7,5,5,5,5,4,2,3,3,3,3,3,3,3,5,5,5,2,4,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,7,7,7
"149233","IL23R",5,5,4,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,1,3,3,4,4,4,5,4,5,4,6,4,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,5,5,7,7,8
"149281","METTL11B",5,5,5,5,5,4,5,2,4,5,4,3,3,3,3,7,7,7,4,6,7,5,4,5,5,5,4,4,5,5,5,5,7,7,4,4,4,4,4,4,4,7,5,4,5,5,8,7,8,7
"149297","FAM78B",5,5,5,5,5,4,5,2,4,4,4,3,3,3,3,4,4,4,3,4,4,5,4,5,5,5,4,4,5,5,5,5,7,7,4,4,4,4,4,4,4,7,5,4,5,5,7,7,7,7
"1493","CTLA4",5,5,5,5,4,4,5,2,2,3,2,2,2,2,2,3,3,4,2,3,3,4,4,4,4,4,4,4,6,4,3,5,4,5,2,2,2,2,2,6,6,7,8,4,8,8,4,4,4,3
"149345","SHISA4",5,5,5,5,4,4,5,2,4,5,4,4,4,6,4,7,7,7,4,5,7,5,4,4,4,4,3,3,5,5,4,4,5,4,4,4,4,4,4,4,4,7,5,5,5,8,2,5,5,6
"149371","EXOC8",5,5,5,5,4,4,5,2,4,5,4,4,4,4,4,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,4,5,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"149373","LOC149373",5,5,5,5,4,4,5,2,4,5,4,4,4,4,4,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,4,5,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"149420","PDIK1L",4,3,4,3,3,3,3,3,2,3,3,5,4,4,4,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,2,2,2,2,2,2,2,3,3,2,2,3,5,4,4,3
"149428","BNIPL",5,5,5,5,5,4,5,2,4,4,4,3,3,4,3,4,4,4,3,3,4,5,5,5,5,5,8,8,8,8,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"149461","CLDN19",5,5,5,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,7,7,8,7,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,8,7,7
"149465","CFAP57",5,5,5,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,8,7,7
"149466","C1orf210",5,5,5,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,8,7,7
"149473","CCDC24",5,5,5,3,3,3,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,8,7,7
"149478","BTBD19",5,5,5,3,3,3,4,2,3,3,3,4,4,5,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,8,7,7
"149483","CCDC17",5,5,5,3,3,3,4,2,3,3,3,4,4,5,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,7,8,7,7
"149499","LRRC71",7,5,5,5,5,4,6,2,4,5,4,NA,3,3,3,4,4,4,3,3,4,5,4,5,5,5,5,4,8,6,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"1495","CTNNA1",3,2,2,2,2,2,5,2,3,4,3,2,2,2,2,4,4,4,2,4,4,2,2,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,3,4,4,7,5,4,5,5,2,3,2,4
"149563","SRARP",5,4,4,3,3,3,4,6,2,3,3,3,3,3,4,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,2,2,2,2,2,2,2,4,3,2,2,3,8,8,7,5
"1496","CTNNA2",7,5,5,5,4,4,5,2,3,4,3,3,3,3,3,5,5,5,2,4,5,3,4,3,3,3,5,4,5,5,5,5,5,5,2,2,2,2,2,4,4,7,5,4,5,5,7,7,7,7
"149603","RNF187",5,5,5,5,4,4,5,2,4,5,4,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,4,5,4,3,3,3,3,3,2,2,3,3,3,3,5,5,7,5,5
"149620","CHIAP2",4,3,3,3,3,2,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,4,4,4,4,4,5,4,4,3,5,5,6,5,3,3,3,3,3,4,4,4,5,4,5,5,7,7,7,5
"149628","PYHIN1",5,5,5,5,5,4,6,2,4,5,4,3,3,3,3,4,4,4,3,4,4,5,4,5,5,5,5,4,8,6,5,5,8,7,4,4,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"149643","SPATA45",5,5,5,5,4,4,4,2,1,2,1,3,3,3,3,7,7,7,4,5,7,3,4,3,3,3,5,4,7,5,4,4,5,4,1,1,1,1,1,2,2,3,3,3,3,5,2,5,5,6
"149647","FAM71A",5,5,5,5,4,4,4,2,1,2,1,3,3,3,3,7,7,7,4,5,7,3,4,3,3,3,5,4,7,5,4,4,5,4,1,1,1,1,1,2,2,3,3,3,3,5,2,5,5,6
"149685","ADIG",5,5,5,5,5,4,5,2,5,4,5,2,2,2,2,5,5,5,3,4,4,5,4,5,5,5,5,5,8,6,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,5,5,5
"149699","GTSF1L",8,7,5,5,5,6,4,2,3,4,3,2,2,2,2,5,5,5,3,4,4,5,4,5,5,5,5,5,8,6,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,5,5,5
"1497","CTNS",3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,4,2,3,3,2,3,2,2,2,3,3,5,3,3,5,2,4,3,3,3,3,3,2,2,3,3,2,2,3,6,7,6,7
"149708","WFDC5",8,7,6,6,7,6,4,2,3,4,3,NA,NA,NA,NA,5,5,5,3,4,4,5,5,5,5,5,5,5,8,6,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,5,5,5
"149775","GNAS-AS1",8,6,5,5,5,5,6,2,5,6,5,3,4,3,3,5,5,5,3,4,5,6,5,6,6,6,7,6,8,6,5,7,7,7,3,3,3,3,3,5,5,8,7,4,5,5,7,6,7,8
"149830","PRNT",5,5,5,5,4,4,5,2,5,4,5,2,2,2,2,7,7,7,3,5,7,5,6,5,5,5,3,3,4,3,7,7,7,7,4,4,4,4,4,6,8,8,8,6,8,7,6,7,6,7
"149837","LINC00654",5,5,5,5,4,4,5,2,5,4,5,2,2,2,2,7,7,7,3,5,7,5,6,5,5,5,3,3,4,3,7,7,7,7,4,4,4,4,4,6,8,8,8,6,8,7,6,7,6,7
"149840","SHLD1",5,5,5,5,4,4,5,2,5,4,5,2,2,2,2,7,7,7,3,5,7,5,6,5,5,5,3,3,4,3,7,7,7,7,4,4,4,4,4,6,8,8,8,6,8,7,6,7,6,7
"1499","CTNNB1",4,3,3,3,3,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,3,2,5,5,7,7,2,2,2,2,2,3,3,4,3,3,3,3,NA,6,NA,NA
"149934","NCOR1P1",5,5,5,5,4,4,5,2,5,4,5,2,NA,2,2,5,5,5,3,4,4,5,NA,5,5,5,NA,NA,4,3,7,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,6,7,6,NA
"149950","NOL4L-DT",5,5,5,5,4,4,5,2,5,4,5,2,3,2,2,5,5,5,3,4,4,5,4,5,5,5,7,6,4,3,7,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,6,7,6,6
"149951","COMMD7",5,5,5,5,4,4,5,2,5,4,5,2,3,2,2,5,5,5,3,4,4,5,4,5,5,5,7,6,4,3,7,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,6,7,6,6
"149954","BPIFB4",5,5,5,5,4,4,5,2,5,4,5,2,2,2,2,5,5,5,3,4,4,5,4,5,5,5,7,6,NA,3,7,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,8,8,8,8
"149986","LSM14B",8,6,5,5,5,5,6,2,5,6,5,3,4,3,3,5,5,5,3,4,5,6,5,6,6,6,7,6,8,6,5,7,7,7,5,6,5,6,5,5,5,8,7,4,5,5,7,6,7,8
"149998","LIPI",4,3,3,3,3,3,5,2,5,4,0,NA,NA,NA,NA,3,3,5,1,3,3,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,4,4,7,5,4,5,5,2,2,2,5
"15","AANAT",6,5,5,5,5,4,3,6,3,2,2,2,2,2,2,6,6,6,3,4,6,3,3,3,3,3,3,3,5,3,3,3,2,4,3,3,4,3,3,3,3,4,4,4,3,5,4,NA,4,4
"150","ADRA2A",3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,4,2,3,4,3,3,3,3,3,NA,NA,NA,NA,3,3,3,4,2,2,2,2,2,2,2,3,3,2,2,3,4,3,4,2
"1500","CTNND1",5,5,5,5,4,4,4,2,3,4,3,2,2,2,2,3,3,3,2,3,3,2,3,2,2,2,5,5,4,3,5,5,6,8,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,3
"150000","ABCC13",4,3,3,3,3,3,5,2,5,4,5,NA,NA,NA,NA,3,3,5,1,3,3,5,5,5,5,5,NA,NA,NA,NA,3,5,2,5,3,3,2,3,3,4,4,7,5,4,5,5,2,2,2,5
"150082","LCA5L",4,3,3,3,3,3,5,2,3,3,5,2,2,2,2,3,3,5,1,2,3,3,3,3,3,3,3,3,4,3,4,4,3,5,3,3,3,3,3,4,4,7,5,4,5,5,4,3,4,2
"150084","IGSF5",4,3,3,3,3,3,5,2,3,3,5,2,2,2,2,3,3,5,1,2,3,3,3,3,3,3,3,3,4,3,4,4,3,5,3,3,3,3,3,4,4,7,5,4,5,5,4,3,4,2
"150094","SIK1",4,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,5,1,2,3,3,3,3,3,3,3,3,4,3,4,4,3,5,3,3,3,3,3,4,4,7,5,4,5,5,4,4,4,2
"1501","CTNND2",5,5,3,3,3,3,5,2,5,4,5,3,3,3,3,3,3,7,3,3,4,2,2,2,2,2,3,3,8,8,3,3,2,4,3,3,3,3,3,6,6,7,8,4,8,8,6,8,6,8
"150135","LINC00479",4,3,3,3,3,3,5,2,3,3,5,2,2,2,2,3,3,5,1,2,3,NA,3,NA,NA,NA,3,3,4,3,4,4,3,5,3,3,3,3,3,4,4,7,5,4,5,5,4,4,4,2
"150147","UMODL1-AS1",4,3,3,3,3,3,5,2,3,3,5,2,2,2,2,3,3,5,1,2,3,4,3,5,4,5,3,3,4,3,4,4,3,5,3,3,3,3,3,4,4,7,5,4,5,5,4,4,4,2
"150159","SLC9B1",4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,5,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,4,3,4,3,5,2,5,2
"150185","LINC00895",3,2,2,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,6,7,6,7,7,4,4,7,5,4,5,5,5,5,5,5
"150197","LINC00896",3,2,NA,2,2,2,3,3,2,2,2,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,6,7,6,7,7,4,4,7,5,4,5,5,5,5,5,5
"150209","AIFM3",3,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,6,7,6,7,7,4,4,7,5,4,5,5,5,5,5,5
"150223","YDJC",3,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,6,6,6,6,6,4,4,7,5,4,5,5,5,5,5,5
"150244","ZDHHC8P1",3,2,3,2,2,2,3,3,2,2,2,NA,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,7,7,6,7,7,4,4,7,5,4,5,5,5,5,5,5
"150248","C22orf15",3,2,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,7,7,6,7,7,4,4,7,5,4,5,5,6,5,6,5
"150274","HSCB",3,2,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,5,5,5,4
"150275","CCDC117",3,2,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,5,5,5,4
"150280","HORMAD2",5,4,4,3,3,3,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,6,3,5,4
"150290","DUSP18",3,3,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,6,3,5,4
"150291","MORC2-AS1",3,3,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,6,3,5,4
"150297","C22orf42",3,3,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,2,2,2,2,2,4,4,7,5,4,5,5,6,7,5,7
"1503","CTPS1",8,7,7,7,7,7,4,2,3,3,3,3,3,3,3,4,4,5,2,3,4,5,4,5,5,5,5,4,6,4,5,5,5,5,3,3,3,3,3,6,6,8,8,6,6,8,7,7,7,7
"150350","ENTHD1",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,3,2,2,2,2,2,2,2,3,3,2,2,3,NA,5,NA,8
"150353","DNAJB7",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,NA
"150356","CHADL",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150365","MEI1",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150368","PHETA2",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150372","NFAM1",3,3,3,2,2,2,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150379","PNPLA5",1,1,1,1,1,1,3,3,2,2,2,2,1,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150381","PRR34-AS1",1,1,1,1,1,1,2,3,2,2,2,2,1,2,1,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150383","CDPF1",1,1,1,1,1,1,2,3,2,2,2,2,1,2,1,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"150384","GTSE1-DT",1,1,1,1,1,1,2,3,2,2,2,2,1,2,1,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,0,2,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,6
"1504","CTRB1",5,5,5,5,4,4,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,3,3,2,2,3,2,3,3,2,4,2,2,2,2,2,2,2,3,3,2,2,3,4,4,4,3
"150465","TTL",3,2,2,2,2,2,2,3,2,2,2,5,4,NA,NA,4,4,4,2,4,4,3,4,3,3,3,4,4,4,3,5,5,5,5,3,3,3,3,3,2,2,3,3,2,2,3,7,5,7,7
"150468","CKAP2L",3,2,2,2,2,2,2,3,2,2,2,5,4,4,4,4,4,4,2,4,4,3,5,3,3,3,4,4,4,3,5,5,5,5,3,3,3,3,3,2,2,3,3,2,2,3,7,5,7,7
"150472","CBWD2",3,2,2,2,2,2,2,3,2,2,2,NA,NA,NA,6,4,4,4,2,NA,4,3,5,3,3,NA,4,4,4,3,5,5,5,5,3,3,3,3,3,2,2,3,3,2,2,3,7,7,7,7
