"entrez_id","hgnc_symbol","RG10T17","RG10T18","RG10T19","RG10T5","RG10T7","RG10T8","RG13T10","RG13T11","RG13T122","RG13T13","RG13T14","RG16T1","RG16T3","RG16T5","RG16T9","RG17T13","RG17T14","RG17T19","RG17T6","RG17T7","RG17T9","RG19-T10","RG19-T11","RG19-T7","RG19-T8","RG19-T9","RG1T3","RG1T5","RG1T6","RG1T7","RG20-T10","RG20-T12","RG20-T14","RG20-T8","RG4T1","RG4T2","RG4T3","RG4T4","RG4T5","RG5T12","RG5T13","RG5T14Rep","RG5T15","RG5T16","RG5T17","RG5T22","RG6T12","RG6T13","RG6T16","RG6T3"
"1","A1BG",6,5,5,5,5,5,4,6,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,2,4,3,2,2,2,3,4,4,4,4,4,4,4,7,5,4,5,5,5,6,5,5
"10","NAT2",3,2,2,2,2,2,4,3,4,4,4,1,1,1,1,4,4,3,2,3,4,1,1,1,1,1,5,4,3,2,3,5,2,5,1,1,1,1,1,2,2,3,3,2,2,3,2,4,2,3
"100","ADA",8,7,NA,NA,NA,6,4,2,3,4,3,NA,NA,NA,2,5,5,5,3,4,4,5,NA,5,5,5,5,5,8,6,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,5,5,5
"1000","CDH2",8,8,8,8,8,8,2,6,2,2,2,2,2,2,2,3,3,5,3,3,3,4,4,4,4,4,3,3,3,2,4,4,3,4,2,2,2,2,2,2,2,3,3,2,2,3,6,4,5,4
"10000","AKT3",5,5,5,5,4,4,5,3,4,5,4,3,3,3,3,7,7,7,4,5,7,3,3,3,3,3,5,4,7,5,4,5,6,4,3,3,3,3,3,2,2,4,3,3,3,5,4,5,4,3
"100009676","ZBTB11-AS1",5,5,5,4,4,4,5,2,5,4,5,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,5,5,7,5,7,5,7,8,6,6,6,6,6,4,4,7,5,4,5,5,5,6,5,8
"10001","MED6",3,2,2,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,4,3,5,5,5,5,3,3,3,3,3,4,4,4,5,4,5,5,5,5,5,6
"10002","NR2E3",5,4,4,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,4,3,5,5,5,5,2,2,2,2,2,4,4,7,5,4,5,5,4,4,5,4
"10003","NAALAD2",7,4,4,4,5,4,4,2,3,4,3,2,2,2,2,4,4,6,3,4,5,2,3,2,2,2,2,2,3,2,4,5,7,5,3,3,3,3,3,4,4,7,5,4,5,5,8,8,8,8
"100033413","SNORD116-1",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033414","SNORD116-2",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033415","SNORD116-3",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033416","SNORD116-4",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033417","SNORD116-5",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033420","SNORD116-8",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033422","SNORD116-10",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033423","SNORD116-11",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033424","SNORD116-12",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033425","SNORD116-13",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033427","SNORD116-15",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033428","SNORD116-16",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033430","SNORD116-18",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033431","SNORD116-20",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033433","SNORD116-22",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033434","SNORD116-23",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033435","SNORD116-24",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033436","SNORD116-25",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033437","SNORD115-2",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033438","SNORD116-26",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033440","SNORD115-3",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033441","SNORD115-4",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033442","SNORD115-5",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033443","SNORD115-6",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033444","SNORD115-7",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033445","SNORD115-8",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033446","SNORD115-9",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033447","SNORD115-10",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033448","SNORD115-11",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033450","SNORD115-13",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033451","SNORD115-14",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033454","SNORD115-16",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033455","SNORD115-17",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033799","SNORD115-22",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033801","SNORD115-25",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033802","SNORD115-26",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033804","SNORD115-30",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033805","SNORD115-31",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033806","SNORD115-32",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033807","SNORD115-33",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033809","SNORD115-35",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033811","SNORD115-37",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033812","SNORD115-38",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033813","SNORD115-39",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033814","SNORD115-40",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033815","SNORD115-41",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033818","SNORD115-44",2,NA,NA,NA,NA,NA,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033819","MIR675",3,2,2,2,2,2,4,2,3,4,3,1,2,2,2,3,3,3,1,3,3,2,2,2,2,2,3,3,3,2,5,5,5,5,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2
"100033820","SNORD116-28",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033821","SNORD116-29",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100033822","SNORD115-48",2,NA,NA,NA,NA,NA,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100036563","SNORD115-24",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100036564","SNORD115-27",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100036565","SNORD115-28",2,1,1,1,1,1,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100036566","SNORD115-45",2,NA,NA,NA,NA,NA,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100036567","SNORD115-47",2,NA,NA,NA,NA,NA,5,2,2,4,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,NA,2,3,3,2,3,2,2,2,2,2,4,4,7,5,4,5,5,4,4,4,4
"100037417","DDTL",3,2,3,2,2,2,3,3,2,2,2,2,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,7,7,6,7,7,4,4,7,5,4,5,5,6,5,6,5
"100038246","TLX1NB",3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,4,4,4,2,3,4,3,3,3,3,3,3,3,4,3,5,3,3,4,2,2,2,2,2,2,2,3,3,2,2,3,4,3,4,2
"10004","NAALADL1",4,3,3,3,4,3,4,2,3,4,3,2,2,2,2,5,6,7,4,5,6,2,3,2,2,2,4,4,3,2,5,5,7,6,2,2,2,2,2,4,4,7,5,4,5,5,6,5,6,5
"100048912","CDKN2B-AS1",4,3,3,3,3,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,7,5,4,4,6,4,2,2,2,2,2,2,2,3,3,2,2,3,5,5,5,5
"100049076","GUSBP9",3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,2,NA,4,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100049587","SIGLEC14",4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,6,4,5,5,5,8,3,3,3,3,3,4,4,7,5,4,5,5,5,6,5,5
"10005","ACOT8",8,7,6,6,7,6,4,2,3,4,3,2,2,2,2,5,5,5,3,4,4,5,5,5,5,5,5,5,8,6,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,5,5,5
"10006","ABI1",6,6,6,6,4,6,5,2,5,4,5,2,2,2,2,4,4,5,2,3,4,4,4,4,4,4,3,3,4,3,5,5,2,5,NA,NA,NA,NA,NA,4,4,7,5,4,5,5,6,5,4,8
"10007","GNPDA1",3,2,2,2,2,2,5,2,3,4,3,2,2,2,2,4,4,4,2,4,4,2,2,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,3,4,4,7,5,4,5,5,2,3,2,4
"100073347","MIMT1",4,3,3,3,3,3,4,6,2,2,2,2,2,2,2,3,3,3,2,3,3,4,4,4,4,4,5,4,5,5,2,2,2,3,4,4,4,4,4,4,4,7,5,4,5,5,5,6,5,5
"10008","KCNE3",7,4,4,4,5,4,4,2,3,4,3,2,2,2,2,5,6,7,4,5,6,2,3,2,2,2,1,1,3,2,5,5,7,6,3,3,3,3,3,4,4,7,5,4,5,5,8,8,8,8
"100093630","SNHG8",4,3,3,3,3,4,3,3,2,2,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,3,4,3,4,3,5,5,5,5
"1001","CDH3",3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,3,3,2,2,3,2,3,3,2,4,2,2,2,2,2,2,2,3,3,2,2,3,4,4,4,3
"10010","TANK",5,5,5,5,4,4,5,2,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,4,4,4,3,3,5,5,5,3,3,3,3,3,4,4,7,5,4,5,5,7,7,7,7
"100101467","ZSCAN30",7,5,5,5,5,5,2,6,2,2,2,2,2,2,2,3,3,5,3,3,3,2,2,2,2,2,3,3,3,2,4,4,3,4,2,2,2,2,2,4,5,7,5,5,5,4,6,4,5,4
"100101490","MCTS2P",5,5,5,5,4,4,5,2,5,4,5,2,NA,2,2,5,5,5,3,4,4,5,NA,5,5,5,NA,NA,4,3,7,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,6,7,6,NA
"10011","SRA1",3,2,2,2,2,2,5,2,3,4,3,2,2,2,2,4,4,4,2,4,4,2,2,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,3,4,4,7,5,4,5,5,2,3,2,4
"100113378","SNORD119",5,5,5,5,4,4,5,2,5,4,5,2,2,2,2,7,7,7,3,5,7,5,6,5,5,5,3,3,4,3,7,7,7,7,4,4,4,4,4,6,8,8,8,6,8,7,6,7,6,7
"100113379","SNORD121A",4,3,3,3,3,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,6,4,4,4,6,4,3,3,3,3,3,3,3,3,4,4,5,5,NA,7,7,NA
"100113381","SNORD19B",3,2,2,2,2,2,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,3,2,5,7,7,7,1,1,1,1,1,2,3,4,3,3,3,3,6,6,6,8
"100113382","SNORD105B",8,8,8,8,8,8,3,2,2,2,2,2,2,2,3,5,5,7,2,4,5,2,2,2,2,2,3,3,6,4,7,8,8,8,3,3,4,3,3,4,4,7,5,4,5,5,2,5,5,5
"100113384","SNORD123",5,5,3,3,3,3,5,2,5,4,5,3,3,3,3,3,3,7,3,3,4,2,2,2,2,2,3,3,8,8,3,3,2,4,NA,NA,NA,NA,NA,4,4,7,5,4,5,5,6,8,NA,8
"100113386","UCKL1-AS1",8,6,5,5,5,5,6,2,5,6,5,3,4,3,3,5,5,5,3,4,5,6,5,6,6,6,7,6,8,6,5,7,7,7,3,3,3,3,3,5,5,8,7,4,5,5,7,6,7,8
"100113389","SNORD127",8,8,8,8,7,8,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,2,NA,4,3,5,5,6,5,4,4,4,4,4,2,2,3,3,2,2,3,5,5,5,5
"100113391","SNORD126",3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,NA,3,5,5,4,3,5,5,8,6,5,5,4,4,4,4,4,7,5,4,5,5,6,6,6,7
"100113392","SNORD11B",5,5,5,5,4,4,5,2,2,3,2,2,2,2,2,3,3,4,2,3,3,4,4,4,4,4,4,4,6,4,3,5,4,5,3,3,3,3,3,4,4,7,5,4,5,5,4,4,4,3
"100113393","SNORD12B",8,7,6,6,7,6,4,2,3,3,3,3,4,3,3,5,5,5,3,4,4,5,5,5,5,5,5,5,8,5,5,7,7,7,3,3,3,3,3,4,4,7,5,4,5,5,5,NA,NA,NA
"100113402","SNORD111B",3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,3,3,2,2,3,2,3,3,2,4,2,2,2,2,2,2,2,3,3,2,2,3,4,4,4,3
"100113403","LIN28B-AS1",7,7,7,7,7,5,5,2,3,4,3,2,2,2,2,4,4,3,2,3,4,4,3,4,4,4,7,7,8,7,4,3,2,4,5,5,5,5,4,2,2,3,3,2,2,3,4,5,6,4
"100113404","LINC00583",7,5,6,5,5,5,4,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,5,3,7,5,4,5,6,4,4,4,4,4,4,2,2,3,3,2,2,3,NA,8,7,8
"100113407","TMEM170B",5,5,5,5,4,4,6,3,5,7,6,3,3,3,3,4,4,4,2,3,4,3,6,3,4,3,6,7,8,8,3,3,3,4,4,4,4,4,4,2,2,3,3,2,2,3,4,4,3,4
"100124516","SNORD58C",3,2,2,2,2,2,4,6,3,4,3,2,2,2,2,3,3,5,3,3,3,2,2,2,2,2,3,3,3,2,4,4,3,4,2,2,2,2,2,4,4,7,5,5,5,4,5,4,3,4
"100124533","SCARNA27",5,5,5,5,4,4,6,3,5,4,6,4,3,4,3,4,4,4,2,3,4,3,6,3,NA,3,6,7,8,8,3,3,3,4,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,4,4,3,4
"100124534","SNORA84",5,5,5,5,4,4,4,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,4,3,3,3,2,4,2,2,2,2,2,5,5,7,5,5,5,4,2,4,2,3
"100124535","SNORA36C",5,3,3,3,3,3,5,2,3,4,3,3,3,3,3,5,5,5,2,4,5,3,4,3,3,3,5,4,5,5,3,5,5,5,4,5,4,4,4,4,4,7,5,4,5,5,4,4,4,3
"100124536","SNORA38B",4,3,3,3,3,3,3,6,2,2,2,1,1,2,2,6,6,6,3,4,6,3,3,3,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3,2,2,3,3,2,2,3,6,6,6,5
"100124537","SNORA70B",5,3,3,3,3,3,5,2,5,4,3,3,3,3,3,5,5,5,2,4,5,2,4,2,2,2,5,4,5,5,3,5,5,5,4,5,4,4,4,4,4,7,5,5,5,5,4,4,4,3
"100124538","SNORA70C",5,5,5,5,5,4,4,2,5,4,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,4,3,4,4,5,4,2,2,2,2,2,4,4,6,6,5,4,7,4,7,4,5
"100124539","SNORA11B",6,5,4,4,4,4,3,3,2,2,2,3,3,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,4,3,5,5,5,5,3,3,3,3,3,6,6,7,7,6,6,8,2,2,2,2
"100124700","HOTAIR",5,5,5,5,4,4,3,3,2,2,2,2,2,2,2,3,3,5,1,2,3,4,4,4,4,4,5,4,7,5,8,6,8,8,3,3,3,3,3,4,4,7,5,4,5,5,6,7,7,7
"100125556","FAM86JP",8,6,7,6,6,6,5,2,5,4,5,2,2,2,2,3,3,3,2,3,3,4,4,4,4,4,5,5,7,5,7,7,7,7,5,5,5,5,5,2,2,3,3,2,2,3,6,8,6,8
"100126296","MIR298",8,6,5,5,5,5,6,2,5,6,5,3,4,3,3,5,5,5,3,4,5,6,5,6,6,6,7,6,8,6,5,7,7,7,3,3,3,3,3,5,5,8,7,4,5,5,7,6,7,8
"100126297","MIR300",6,5,4,4,5,4,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,5,5,5,5,2,2,2,2,2,6,6,7,7,6,6,8,5,6,4,4
"100126299","VTRNA2-1",3,2,2,2,2,2,5,2,3,4,3,2,2,2,2,4,4,4,2,4,4,2,2,2,2,2,3,3,4,3,3,3,2,3,3,3,3,3,3,4,4,7,5,4,NA,NA,2,3,2,3
"100126308","MIR541",6,5,NA,NA,5,NA,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,5,5,5,5,2,2,2,2,2,6,6,7,7,6,6,8,5,6,4,4
"100126309","MIR875",7,5,5,5,5,5,5,2,5,4,7,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,5,4,4,3,3,5,6,5,3,3,3,3,3,6,6,8,8,6,6,8,NA,NA,NA,4
"100126310","MIR876",4,3,3,3,3,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,NA,NA,4,4,6,4,3,3,3,3,3,NA,NA,3,NA,NA,NA,NA,5,5,5,5
"100126311","MIR147B",3,2,2,2,2,2,4,2,2,3,2,2,2,2,2,4,4,4,3,3,4,3,3,3,3,3,2,2,3,2,3,2,2,3,1,1,1,1,1,2,2,3,3,2,2,3,4,4,4,4
"100126313","MIR744",3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,4,2,3,3,2,3,2,2,2,3,3,4,3,3,5,2,4,2,2,2,2,2,2,2,3,3,2,2,3,2,7,4,6
"100126315","MIR665",6,5,4,4,5,4,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,5,5,5,5,2,2,2,2,2,6,6,7,7,6,6,8,5,6,4,4
"100126316","MIR873",4,3,3,3,3,3,5,2,5,4,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,3,3,NA,NA,4,4,6,4,3,3,3,3,3,NA,NA,3,NA,NA,NA,NA,5,5,5,5
"100126318","MIR301B",3,2,3,2,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,2,2,1,3,6,6,6,6,6,4,4,7,5,4,5,5,5,5,5,5
"100126319","MIR216B",5,3,3,3,3,3,5,2,5,4,3,3,3,3,3,5,5,5,2,4,5,2,4,2,2,2,5,4,5,5,3,5,5,5,3,3,3,3,3,4,4,7,5,5,5,5,4,4,4,3
"100126320","MIR920",4,3,3,3,3,3,5,2,5,3,5,NA,NA,NA,NA,8,8,8,5,6,8,5,6,5,5,5,5,4,NA,NA,8,8,6,8,3,3,3,3,3,4,4,7,5,4,5,5,7,7,7,7
"100126321","MIR922",4,3,3,3,3,3,5,2,5,4,5,2,2,3,2,6,6,7,3,5,6,5,4,5,5,5,NA,NA,NA,NA,7,7,7,8,NA,NA,NA,NA,NA,6,6,8,8,6,6,8,6,7,7,6
