"","RG10T17","RG10T18","RG10T19","RG10T5","RG10T7","RG10T8","RG13T10","RG13T11","RG13T122","RG13T13","RG13T14","RG16T1","RG16T3","RG16T5","RG16T9","RG17T13","RG17T14","RG17T19","RG17T6","RG17T7","RG17T9","RG19T10","RG19T11","RG19T7","RG19T8","RG19T9","RG1T3","RG1T5","RG1T6","RG1T7","RG20T10","RG20T12","RG20T14","RG20T8","RG4T1","RG4T2","RG4T3","RG4T4","RG4T5","RG5T12","RG5T13","RG5T14","RG5T15","RG5T16","RG5T17","RG5T22","RG5T24","RG6T12","RG6T13","RG6T16","RG6T3"
"","RG10T17","RG10T18","RG10T19","RG10T5","RG10T7","RG10T8","RG13T10","RG13T11","RG13T122","RG13T13","RG13T14","RG16T1","RG16T3","RG16T5","RG16T9","RG17T13","RG17T14","RG17T19","RG17T6","RG17T7","RG17T9","RG19T10","RG19T11","RG19T7","RG19T8","RG19T9","RG1T3","RG1T5","RG1T6","RG1T7","RG20T10","RG20T12","RG20T14","RG20T8","RG4T1","RG4T2","RG4T3","RG4T4","RG4T5","RG5T12","RG5T13","RG5T14","RG5T15","RG5T16","RG5T17","RG5T22","RG5T24","RG6T12","RG6T13","RG6T16","RG6T3"
"mutation_load_per_sample","250","226","222","230","235","225","116","88","103","98","79","88","77","80","90","143","139","157","159","161","156","78","97","80","80","74","130","135","139","143","111","71","110","94","187","188","180","190","189","117","134","119","120","128","126","104","118","257","332","284","279"
