"gene_symbol","gene_symbol.1","r","p","mean_cna","padj"
"NID1","NID1",-0.15425999292677,0.369031577324754,4.06,1
"SLC25A41","SLC25A41",-0.154162638340931,0.369337490528249,2.54,1
"EMILIN2","EMILIN2",0.154148904193771,0.369380658875603,3.24,1
"IZUMO1","IZUMO1",0.154142359404165,0.369401231119593,3.3,1
"MYOZ3","MYOZ3",-0.154131869986951,0.369434203934549,3.36,1
"C19orf33","C19orf33",-0.15412177810122,0.369465928783969,4.69387755102041,1
"KIF3C","KIF3C",-0.154097442124303,0.369542438007835,3.84,1
"TFAM","TFAM",0.154078525550874,0.369601915811509,3.48,1
"HBB","HBB",0.15406244002903,0.369652496646412,2.78,1
"TUB","TUB",-0.154031872383484,0.369748627762466,2.78,1
"NADSYN1","NADSYN1",0.154016993119585,0.36979542640637,4.32,1
"GRIA4","GRIA4",-0.156329559484896,0.369824989366595,3.18367346938776,1
"ETS2","ETS2",-0.153981203808512,0.369908006265924,3.36,1
"PRDM11","PRDM11",0.15395582263941,0.369987858308209,3.62222222222222,1
"LYL1","LYL1",-0.163921840138947,0.369999374467829,4.31111111111111,1
"LILRB4","LILRB4",-0.15394752669174,0.370013960520223,3.6,1
"NDUFA11","NDUFA11",-0.153926989615639,0.370078582686598,2.72,1
"BCL2L1","BCL2L1",0.163667845269909,0.370751615384052,4.53333333333333,1
"KCNMB4","KCNMB4",-0.158430036275304,0.370832758510952,4.3125,1
"QPRT","QPRT",0.166444157997821,0.370838367684181,3.91111111111111,1
"SH2D6","SH2D6",-0.153678575002311,0.370860776843055,4.18,1
"RPL15","RPL15",-0.153671779420092,0.370882188158321,3.18,1
"RPL4","RPL4",0.153661686347762,0.370913990458351,3.46,1
"AASDH","AASDH",0.15364802743605,0.370957030949362,3.36,1
"SERTAD3","SERTAD3",0.153599080859891,0.371111290438973,3.82,1
"CDK10","CDK10",0.166321504209054,0.371196037037816,3.35555555555556,1
"ASB2","ASB2",-0.153555590864785,0.371248384920906,3.62,1
"NIP7","NIP7",0.153489508281724,0.371456755961327,2.38,1
"PLAGL2","PLAGL2",-0.153477492235634,0.371494652299737,4.6,1
"GPNMB","GPNMB",0.15347745015052,0.371494785032258,3.16,1
"POLR3GL","POLR3GL",0.155759803668464,0.371593689847923,4.65957446808511,1
"TBX6","TBX6",-0.153445159890445,0.371596633778863,3.88,1
"AVPR1A","AVPR1A",-0.153346000253415,0.371909502821988,3.89583333333333,1
"TTYH3","TTYH3",0.15334098396487,0.37192533438792,3.02,1
"CYP2W1","CYP2W1",-0.169008439984092,0.371959018495546,3.11363636363636,1
"CCDC62","CCDC62",-0.153275018498032,0.372133560624255,3.54,1
"IRF1","IRF1",0.153274953992427,0.372133764276072,3.06,1
"KPNB1","KPNB1",0.168908308015528,0.372246558806052,2.95454545454545,1
"RPS6KB1","RPS6KB1",-0.15320400168226,0.372357809052735,3.34,1
"SPINK7","SPINK7",-0.153197737441576,0.372377593362678,3.36,1
"ADAM15","ADAM15",-0.153170905587416,0.372462343270216,4.7,1
"PPBP","PPBP",0.153138472099558,0.37256480148778,3.26,1
"LOC153684","LOC153684",0.155411637146519,0.372676966330135,4,1
"KLK4","KLK4",-0.153043305148163,0.372865532575348,3.58,1
"CD3G","CD3G",-0.153041768520597,0.37287038955308,2.7,1
"CALCOCO2","CALCOCO2",0.162914483496515,0.372988093829793,2.93478260869565,1
"LGMN","LGMN",-0.152998936609399,0.373005787867271,3.48,1
"SLC25A31","SLC25A31",-0.152977922986398,0.373072225820877,2.82,1
"PLSCR2","PLSCR2",0.152969616920593,0.373098488715584,5.36,1
"ZNF74","ZNF74",-0.155271142326968,0.373114626162014,3.3469387755102,1
"C2orf50","C2orf50",0.152928185992101,0.373229505224239,4.12,1
"DEFB1","DEFB1",0.152923707574889,0.373243668896331,2.3,1
"ZNF808","ZNF808",0.152905923366163,0.373299917284614,3.42,1
"SERPINF1","SERPINF1",-0.152902902735729,0.373309471516216,3.24,1
"HSD3B7","HSD3B7",-0.152873987778181,0.373400936628412,3.8,1
"HTR7","HTR7",0.157569391264316,0.37347065034264,2.72916666666667,1
"BTBD3","BTBD3",-0.152810181291337,0.373602819090195,5.04081632653061,1
"GMDS","GMDS",-0.152771747511267,0.373724453939789,3.52,1
"SFRP2","SFRP2",-0.152765554704656,0.373744055062566,2.94,1
"SLC27A6","SLC27A6",0.152758818296126,0.373765377453452,3.02040816326531,1
"CIDEB","CIDEB",-0.1527443192014,0.373811273095527,3.5,1
"NMUR1","NMUR1",0.157356157540983,0.374125920696776,3.45833333333333,1
"BPNT1","BPNT1",0.152634414046066,0.374159276743867,4.08,1
"MGAT2","MGAT2",0.165238408998287,0.374363230593577,3.82222222222222,1
"OSM","OSM",-0.15256336758669,0.374384340044588,2.92,1
"ATXN1","ATXN1",-0.152499880221459,0.374585525032279,3.9,1
"MYL6","MYL6",0.154764332061049,0.374695927370902,4.24489795918367,1
"CCDC17","CCDC17",-0.159643649174259,0.374846083055302,4.27906976744186,1
"GDA","GDA",-0.152384165793637,0.374952376429588,2.94,1
"GRM3","GRM3",0.1570867920241,0.374954652185864,3.31818181818182,1
"ZNF197","ZNF197",0.152366870753424,0.375007225397076,3.2,1
"RTP1","RTP1",0.152356912742643,0.375038808079476,5.3,1
"DRD5","DRD5",-0.154634003939646,0.375103202482796,3.06122448979592,1
"GATA3","GATA3",-0.164941668905216,0.375233713760484,3.66666666666667,1
"SERPINB1","SERPINB1",0.152175122984104,0.375615645719208,3.44,1
"AP1S3","AP1S3",0.15686042907592,0.375651916362693,3.625,1
"TAF10","TAF10",0.152149534851974,0.375696881491402,2.72,1
"SPRR3","SPRR3",0.161973139215703,0.375793743833164,4.58695652173913,1
"TMC4","TMC4",-0.152084990086607,0.375901840635272,3.5,1
"ZNF366","ZNF366",-0.154310913666416,0.376113983287429,2.63265306122449,1
"CUBN","CUBN",-0.151869798425479,0.376585648746166,3.8,1
"POLR3E","POLR3E",0.15185477398938,0.376633418804005,3.89795918367347,1
"NDUFA10","NDUFA10",-0.151845871901318,0.376661724596313,3.34,1
"SP140","SP140",-0.151810732192481,0.376773469867191,3.44,1
"ZNF160","ZNF160",0.151806869110162,0.376785755769941,3.56,1
"CBLN3","CBLN3",0.15179475416196,0.376824286915777,3.5,1
"PHLDB3","PHLDB3",-0.151789374709225,0.37684139681087,3.76595744680851,1
"DVL2","DVL2",0.151723090456894,0.377052258156153,2.92,1
"PEAR1","PEAR1",-0.153998448524779,0.377093047056681,4.77551020408163,1
"KIAA0513","KIAA0513",0.151624389226325,0.37736637209364,2.9,1
"ASPH","ASPH",0.151580374961221,0.37750649592796,3.78,1
"NOB1","NOB1",0.151530067750468,0.37766669148964,2.38,1
"RNH1","RNH1",0.151483342177249,0.377815517709157,2.48,1
"PSD","PSD",0.15147765150698,0.377833645492777,2.74,1
"AFAP1","AFAP1",-0.151462974997348,0.377880400272076,3.12,1
"BBOX1","BBOX1",0.153736304081267,0.377915593175699,3.39583333333333,1
"DDX31","DDX31",0.151418386292425,0.378022466850794,3.48,1
"ANGPT1","ANGPT1",0.158502710265127,0.378313313442306,4.42553191489362,1
"RAB25","RAB25",-0.155956428367458,0.37844409703484,4.83333333333333,1
"STK36","STK36",0.151243336860071,0.378580505436746,3.96,1
"PLA2G1B","PLA2G1B",-0.151229533375727,0.37862453003813,3.54,1
"TM7SF2","TM7SF2",0.151156323251779,0.378858075490703,3.8,1
"CD248","CD248",-0.158322898849508,0.378861454317473,3.82978723404255,1
"EVPL","EVPL",-0.151136677159188,0.37892076231675,3.64,1
"ATP2B1","ATP2B1",0.151114224003549,0.378992413394557,3.02,1
"SLC9A1","SLC9A1",-0.169616346782865,0.379058771906679,3.46511627906977,1
"S100P","S100P",0.151051763300523,0.379191775884644,3.12,1
"PCDHB15","PCDHB15",0.151051715324041,0.37919192903998,3.1,1
"GPHA2","GPHA2",-0.151024077999591,0.379280161718631,3.8,1
"LCN12","LCN12",0.150998427623596,0.379362061818155,4.42,1
"KIN","KIN",0.150939899960671,0.379548976000407,3.6,1
"PRSS16","PRSS16",0.150923178547679,0.379602387505519,4.32,1
"PGAM2","PGAM2",0.150859432472898,0.379806045582234,3.4,1
"RSPO1","RSPO1",-0.150851861045112,0.379830239293015,4.8,1
"TRMT6","TRMT6",0.150847721771328,0.379843466294866,5.14,1
"ARID5B","ARID5B",0.153084224829405,0.37996622784992,3.40816326530612,1
"PCK1","PCK1",0.150809053270182,0.37996704411004,5.16,1
"PCMTD2","PCMTD2",-0.220179763332622,0.379983837819953,5.7037037037037,1
"SLC25A19","SLC25A19",0.15075468488551,0.380140835944033,3.78,1
"ABHD5","ABHD5",0.150722623946733,0.380243342541876,3.2,1
"XYLT1","XYLT1",0.150666335657123,0.380423349094374,3.18,1
"MIP","MIP",0.150644919906457,0.380491848501136,4.26,1
"LAMB2","LAMB2",0.150630973850172,0.380536459587417,3.06,1
"AADAT","AADAT",0.150584305872856,0.380685764905133,2.24,1
"PRKG2","PRKG2",0.150532916397085,0.380850215507668,3.18,1
"PAH","PAH",-0.150529044456646,0.380862607727221,2.74,1
"CLCA1","CLCA1",0.150519046417307,0.380894607737394,4.18,1
"CCDC85B","CCDC85B",0.150453227521035,0.381105308931999,3.94,1
"BMP6","BMP6",0.150408421439683,0.381248782435197,3.89795918367347,1
"SHOC2","SHOC2",0.160140159764827,0.381292240209922,2.65217391304348,1
"KRTAP1-5","KRTAP1-5",-0.150377454982355,0.381347958595775,2.42,1
"AKAP6","AKAP6",-0.150377142301341,0.38134896009524,3,1
"PLEKHA8","PLEKHA8",0.150352005234446,0.381429477731826,3.2,1
"NT5E","NT5E",-0.150300697323902,0.38159385526393,4,1
"PJA2","PJA2",0.150255297998622,0.38173933779951,2.48,1
"CITED4","CITED4",0.150211968737149,0.381878217103053,4.92,1
"CHIA","CHIA",-0.150209446469128,0.381886302408742,3.92,1
"HS6ST3","HS6ST3",-0.150191096322346,0.381945128100269,3,1
"LGALS1","LGALS1",-0.150186090000598,0.381961177958296,2.42,1
"BMP8B","BMP8B",0.162647364864087,0.382003918784365,4.66666666666667,1
"DLG1","DLG1",0.150143655476878,0.382097235436688,5.2,1
"SAMD4B","SAMD4B",0.150136088095012,0.38212150165551,4.87755102040816,1
"PTPRE","PTPRE",-0.150120450289003,0.382171650051625,3.18,1
"CYP19A1","CYP19A1",-0.150061975630561,0.382359204775044,2.8,1
"PKD1L2","PKD1L2",0.150049123699626,0.382400433963868,2.62,1
"ADIG","ADIG",0.150049123699626,0.382400433963868,4.54,1
"GNMT","GNMT",0.149977009385329,0.382631826052231,4.98,1
"B4GALNT2","B4GALNT2",0.149958825627114,0.382690184933052,3.26,1
"KRT25","KRT25",0.152220842646107,0.382691372213959,2.51020408163265,1
"ATP6V1C2","ATP6V1C2",0.149945544066723,0.382732814012067,4.12,1
"MCPH1","MCPH1",0.149938506539709,0.382755403094063,2.3,1
"KCNAB1","KCNAB1",-0.149907791317275,0.382854002070892,5.44,1
"HMGN3","HMGN3",0.149905515823489,0.382861307227903,4.08163265306122,1
"POGK","POGK",0.149900049799062,0.382878855474075,4.62,1
"GMIP","GMIP",-0.168205064797527,0.383095950068487,4.46511627906977,1
"HOOK1","HOOK1",0.149815375207181,0.383150756782421,4.14,1
"POU1F1","POU1F1",-0.168173268619238,0.383187192819895,3.21951219512195,1
"LOXL4","LOXL4",-0.149779341900272,0.383266498750529,2.72,1
"HDAC5","HDAC5",0.149777206685015,0.383273357880705,2.74,1
"ANKRD6","ANKRD6",-0.149723330888633,0.383446451360903,3.9,1
"PSEN1","PSEN1",0.149712166279538,0.383482327008819,3.26,1
"OTUB2","OTUB2",0.149686683710068,0.383564218437059,3.6,1
"FAM43A","FAM43A",-0.149620506851523,0.383776933816601,5.2,1
"ZNF16","ZNF16",0.174583167622961,0.383780536864299,5.19512195121951,1
"POLR2I","POLR2I",0.149594179023513,0.383861579762063,4.52,1
"TMF1","TMF1",0.149576408779036,0.383918718602171,3.2,1
"MSH2","MSH2",0.149565823099546,0.383952758394737,3.88,1
"RPRM","RPRM",-0.149539155083205,0.384038521101453,3.72,1
"SNCA","SNCA",0.151774190960871,0.384105636919441,2.71739130434783,1
"POSTN","POSTN",0.149517376869946,0.384108566805592,2.84,1
"TMEM50B","TMEM50B",0.151766937765496,0.384128628359657,3.48979591836735,1
"C1QL1","C1QL1",0.154101829124814,0.384210331263266,2.625,1
"TESC","TESC",-0.149456779603063,0.384303506297856,3.4,1
"SSBP4","SSBP4",0.149422791857089,0.384412869101821,4.92,1
"WDR18","WDR18",0.149420460243493,0.38442037223104,2.06,1
"ACSBG1","ACSBG1",-0.159089776452843,0.384464140760756,3.54347826086957,1
"MS4A7","MS4A7",-0.149192642564425,0.385153901723731,3.56,1
"FCRL3","FCRL3",-0.149174514268606,0.385212306453339,4.72,1
"ADIPOR1","ADIPOR1",0.149110578398389,0.385418332729307,4.54,1
"RNF135","RNF135",-0.151352649756444,0.385443186005906,2.63265306122449,1
"CTSZ","CTSZ",-0.149092312733831,0.38547720362253,5.24,1
"MED25","MED25",0.149059233470159,0.385583832633843,3.3,1
"AMZ1","AMZ1",0.149027399116493,0.385686465001735,3.02,1
"YWHAQ","YWHAQ",-0.148996521635921,0.385786027683392,4.12,1
"HPR","HPR",-0.148980780416562,0.385836790120285,2.44,1
"CASP8","CASP8",0.148979614178813,0.385840551170113,3.78,1
"GNAL","GNAL",-0.148973255917164,0.385861056575248,3.16,1
"TAS2R7","TAS2R7",0.14894747022948,0.38594422197996,4.66,1
"LYPD1","LYPD1",0.14891760037597,0.386040572927369,3.54,1
"MDN1","MDN1",0.148917101191793,0.386042183260939,3.78,1
"EVX1","EVX1",0.148863627599576,0.386214708050902,3.12,1
"ARL13B","ARL13B",0.224525287794794,0.386288710136445,3.72,1
"HUS1B","HUS1B",0.155825906801112,0.386521262560298,3.28260869565217,1
"LRRC39","LRRC39",0.14868591311616,0.386788400950945,3.88,1
"WNK4","WNK4",0.158322906281429,0.386789542381517,2.41304347826087,1
"ADRA1B","ADRA1B",0.163875207908268,0.386866906648617,3.47727272727273,1
"FUT11","FUT11",0.148639753632061,0.386937492898688,3.66,1
"MTCH2","MTCH2",0.148547515346452,0.387235516477585,3.74,1
"ITSN2","ITSN2",-0.148486035859806,0.387434232046974,4,1
"SSNA1","SSNA1",-0.166668612803876,0.387519312672448,3.83720930232558,1
"MORN1","MORN1",0.148411919258281,0.387673872547096,4.42,1
"JMY","JMY",0.148392615961784,0.387736299871679,2.5,1
"LRRC52","LRRC52",0.148390067612442,0.387744541731902,4.62,1
"DNAL4","DNAL4",-0.148385071259001,0.387760701212184,2.44,1
"MLH3","MLH3",0.148347424563225,0.387882472824519,3.26,1
"MCCC2","MCCC2",-0.157946355313216,0.387934342547705,2.31111111111111,1
"KCNJ3","KCNJ3",0.148292995457511,0.388058567991707,3.72,1
"MMAA","MMAA",0.148270909971432,0.388130034707117,2.86,1
"TRAM2","TRAM2",-0.150431116766154,0.388376642875089,3.79591836734694,1
"ZNF414","ZNF414",0.148177999539117,0.388430768663077,3.9,1
"STAT3","STAT3",0.148128820141497,0.388590008157725,2.42,1
"IFI44","IFI44",0.148106452618988,0.388662445209908,4.14,1
"IFNGR1","IFNGR1",0.148065497985336,0.388795096829829,3.78,1
"SCNN1A","SCNN1A",0.147998286023591,0.38901285269503,4.62,1
"MFSD11","MFSD11",0.152564736442071,0.389027945224719,3.64583333333333,1
"AOC2","AOC2",-0.157522284757882,0.389225955822738,2.41304347826087,1
"LOXL2","LOXL2",0.14788735232262,0.389372414940005,2.5,1
"ENTPD4","ENTPD4",0.14788735232262,0.389372414940005,2.48,1
"NDUFB2","NDUFB2",0.147840147435214,0.389525475644858,4.2,1
"APOH","APOH",0.147805097059652,0.389639148249037,3.32,1
"TNFAIP1","TNFAIP1",0.209341456304299,0.389712515784999,2.46428571428571,1
"GATA2","GATA2",0.147777958275083,0.389727175841991,4.52,1
"SALL4","SALL4",-0.147756465966335,0.389796896673332,5.14,1
"ANXA9","ANXA9",-0.147752373610638,0.389810173054604,4.88,1
"MC4R","MC4R",0.160017881390947,0.389849791382119,3.06666666666667,1
"RIPK3","RIPK3",0.147725189707215,0.389898369480561,3.5,1
"GPR137","GPR137",0.159980863607476,0.389960903319088,3.56818181818182,1
"EDEM2","EDEM2",0.14767135605164,0.390073063506977,4.82,1
"FASN","FASN",-0.147633234987805,0.390196796539946,4.3,1
"POLR1D","POLR1D",0.147620051807111,0.390239591700275,3.16,1
"TNFRSF10D","TNFRSF10D",-0.14760989012314,0.390272580355901,2.5,1
"CCS","CCS",-0.154553306019758,0.390459415611791,3.82978723404255,1
"MIPOL1","MIPOL1",0.147544119648841,0.390486135243956,2.94,1
"NAP1L4","NAP1L4",0.147531602816104,0.390526784729126,2.52,1
"FRY","FRY",-0.147523248679485,0.39055391686893,3.1,1
"SLIT3","SLIT3",-0.147429568978199,0.390858239937129,3.48,1
"CENPL","CENPL",0.147407656938081,0.39092944211153,4.94,1
"MNAT1","MNAT1",0.147383257914576,0.391008734477551,2.8,1
"MCL1","MCL1",-0.147346460496323,0.391128337001222,4.88,1
"COG6","COG6",0.154252776964317,0.39139279513865,2.80851063829787,1
"AMIGO2","AMIGO2",0.147246281288827,0.391454056626701,4.2,1
"TMUB2","TMUB2",0.147183070926569,0.391659657761445,2.75510204081633,1
"TRPM6","TRPM6",0.147175989616314,0.39168269467752,3.22,1
"CDCA7","CDCA7",0.14709534465579,0.391945104229931,4.04,1
"C19orf12","C19orf12",0.171590135912062,0.392112826222022,4.36111111111111,1
"RPS15","RPS15",0.147043316557801,0.392114451800764,2.04,1
"FAM131C","FAM131C",0.153854760405986,0.392630929858992,3.80851063829787,1
"LOX","LOX",0.15638436933935,0.392704010477975,2.56521739130435,1
"DEFA6","DEFA6",0.146817614548385,0.392849585604865,2.3,1
"DLEU2","DLEU2",0.156326349870181,0.392881825382327,2.26086956521739,1
"ENTHD1","ENTHD1",0.151284187011883,0.393068088608427,2.41666666666667,1
"ZNF619","ZNF619",0.146738324873321,0.393108029157901,3.22,1
"GPX1","GPX1",0.156248641097204,0.393120055516409,3.04347826086957,1
"GPR132","GPR132",-0.146691415074609,0.3932609772813,4.44,1
"CORIN","CORIN",0.146679107016561,0.393301113071011,3.58,1
"FASTKD1","FASTKD1",0.158849883756635,0.393364414997074,4.04444444444444,1
"ZNF540","ZNF540",0.146537889820164,0.393761782868056,5.04,1
"SEC24C","SEC24C",0.146508717737695,0.393856985056636,3.66,1
"ZNF438","ZNF438",0.146498713802937,0.393889635652384,4.46,1
"SCEL","SCEL",0.146487313256198,0.39392684638372,2.92,1
"RPS13","RPS13",0.146458258387916,0.394021688998378,3.46,1
"ALDH7A1","ALDH7A1",0.146398695858249,0.394216157782353,2.66,1
"TRIM54","TRIM54",0.167505251939144,0.394221386572432,3.9047619047619,1
"TBX18","TBX18",0.146348882319768,0.394378839167845,4,1
"LNPEP","LNPEP",0.146345308831371,0.394390510981105,2.5,1
"CHURC1","CHURC1",-0.146327293150987,0.394449357266921,3.22,1
"FHOD3","FHOD3",0.146312974262287,0.394496131997934,3.48,1
"GJA4","GJA4",0.155795655716679,0.394510415466607,4.17391304347826,1
"GJB3","GJB3",-0.155795655716679,0.394510415466607,4.17391304347826,1
"DISC1","DISC1",-0.146307334103857,0.394514557274908,4.14,1
"CHID1","CHID1",0.14850515651857,0.394549136743516,2.66666666666667,1
"C16orf70","C16orf70",0.146265868700543,0.3946500317726,2.44,1
"SNX10","SNX10",0.146211035300381,0.394829223040989,3.32,1
"LRG1","LRG1",-0.148412312520697,0.394848114038619,2.20408163265306,1
"SPON1","SPON1",-0.146204651031725,0.394850089385887,3.44,1
"HSPB6","HSPB6",0.146179386526049,0.394932670148036,4.52,1
"ZNF320","ZNF320",-0.146174216048156,0.39494957184683,3.56,1
"SIRT6","SIRT6",-0.146147782399702,0.395035986936066,2.1,1
"STX4","STX4",-0.146111998726415,0.395152985883512,3.8,1
"CDON","CDON",0.146098314225332,0.395197734264339,2.82,1
"LEMD1","LEMD1",0.14607130040556,0.395286078165235,4.66,1
"PSMA6","PSMA6",-0.146063771626246,0.395310701732361,2.96,1
"GLIS2","GLIS2",-0.161012442811556,0.395328332551487,2.79545454545455,1
"FOXD2","FOXD2",0.152978627810921,0.395364308927547,4.31914893617021,1
"ELOVL3","ELOVL3",0.145953514503846,0.39567140924105,2.74,1
"RFTN2","RFTN2",0.145939547403381,0.395717116327655,3.88,1
"CCDC82","CCDC82",0.145836655310819,0.396053922736043,3.3,1
"ZMAT5","ZMAT5",0.14581874479329,0.396112567815823,2.92,1
"SPTLC2","SPTLC2",-0.14580539979745,0.396156267092369,3.84,1
"GLRX","GLRX",-0.145786738950335,0.396217378218981,2.5,1
"VGLL4","VGLL4",-0.145742512344525,0.396362234600673,3.36,1
"TIGD4","TIGD4",0.145688141447298,0.396540358641618,2.74,1
"PHOX2B","PHOX2B",-0.147871191287647,0.396593236904069,3.40816326530612,1
"FSTL1","FSTL1",-0.145666576948975,0.396611018692097,4.56,1
"SGSH","SGSH",0.145629163924623,0.396733626573977,4.3,1
"RNF38","RNF38",0.145578278774498,0.396900419611915,3.2,1
"ALDH1B1","ALDH1B1",-0.145578278774498,0.396900419611915,3.1,1
"MPV17L","MPV17L",0.145568098119304,0.396933794952262,3.18,1
"DLK2","DLK2",0.145488809664934,0.397193782394695,4.4,1
"HRH1","HRH1",-0.145471111017999,0.397251829780825,3.36,1
"STK39","STK39",0.145449659168735,0.397322193335157,3.94,1
"ZBTB40","ZBTB40",0.147637831747382,0.397347192250686,3.46938775510204,1
"WFDC8","WFDC8",-0.145430222494734,0.397385953172728,4.68,1
"BTNL8","BTNL8",-0.160305292134551,0.397434604523879,3.56818181818182,1
"TSKU","TSKU",0.149907485910326,0.397438473859277,4.10416666666667,1
"ZNF460","ZNF460",0.14527831946931,0.397884457023431,3.66,1
"ETV3","ETV3",-0.147455815550271,0.397935835484961,4.77083333333333,1
"SLC38A2","SLC38A2",0.147447319493967,0.397963324101025,4.20408163265306,1
"TREML2","TREML2",0.14524718373431,0.39798668035301,4.4,1
"JAKMIP1","JAKMIP1",0.145157728979359,0.398280457932881,3.12,1
"DHX34","DHX34",0.145128378903292,0.398376873437196,3.3,1
"C11orf42","C11orf42",-0.145086500352076,0.39851446844256,2.72,1
"SRGAP3","SRGAP3",0.145077200789825,0.398545026534652,3.68,1
"DKKL1","DKKL1",-0.145075161792155,0.398551726802051,3.3265306122449,1
"MOXD1","MOXD1",0.145050813955304,0.398631740245229,3.8,1
"KCNA2","KCNA2",0.144972786867452,0.39888822016352,3.92,1
"PFN1","PFN1",0.144966274561081,0.398909630810731,2.84,1
"ZNF382","ZNF382",0.15184498072761,0.398917261719712,4.80851063829787,1
"CTDSPL","CTDSPL",0.144918266783942,0.399067487381271,2.98,1
"CNTNAP5","CNTNAP5",-0.144897973230705,0.399134226338909,3.28,1
"HPD","HPD",0.144820346659172,0.399389574317238,3.54,1
"RTTN","RTTN",0.14480195424147,0.399450088830814,3.04081632653061,1
"TGM4","TGM4",-0.14478669014699,0.399500314572768,3.18,1
"ZNF233","ZNF233",0.144767273260825,0.399564210111864,3.7,1
"COL6A2","COL6A2",-0.144743598918777,0.399642123689582,3.28,1
"CYP7B1","CYP7B1",0.144708679312738,0.399757061986302,3.66,1
"SDHD","SDHD",0.144641399170397,0.399978568897053,3.06,1
"IL22","IL22",-0.144625607836665,0.400030569032668,4.24,1
"SCAMP2","SCAMP2",0.144622759008032,0.400039950507619,3.48,1
"CCT5","CCT5",0.144613737349915,0.400069660555152,3.98,1
"BAG1","BAG1",0.144550991205267,0.400276330668787,3.34,1
"CEACAM6","CEACAM6",-0.144541362720099,0.400308049914643,3.66,1
"ATG16L2","ATG16L2",-0.144524188829983,0.400364629669434,4.26,1
"CHST8","CHST8",-0.159228616244572,0.400653770701052,4.29545454545455,1
"LMX1A","LMX1A",0.144409205484078,0.400743563035409,4.62,1
"SLK","SLK",0.144372715024276,0.400863862169339,2.7,1
"SKP2","SKP2",0.144370717015078,0.400870449661094,3.96,1
"COL15A1","COL15A1",-0.144355338572563,0.400921154891148,3.38,1
"EML5","EML5",-0.144355338572563,0.400921154891148,3.58,1
"EN1","EN1",-0.14434703036671,0.40094854992984,3.28,1
"MIER3","MIER3",0.144346159586446,0.400951421256807,2.78,1
"FBXO38","FBXO38",0.144256754507268,0.401246289989551,3.36,1
"IQCH","IQCH",-0.148702769137852,0.401285673583487,3.4375,1
"CCT4","CCT4",0.144215175872247,0.401383463691814,3.94,1
"ATP1A2","ATP1A2",-0.14419754670509,0.401441632882832,4.72,1
"MEGF6","MEGF6",0.144186668887939,0.401477527733688,4.42,1
"WDR66","WDR66",0.144138518285071,0.401636438206645,3.54,1
"CTSF","CTSF",0.150955058318633,0.40171911410544,3.82978723404255,1
"GLIPR1L1","GLIPR1L1",-0.144111302356532,0.401726274337133,3.52,1
"ARHGAP21","ARHGAP21",0.144108744620703,0.401734717672066,3.72,1
"INCENP","INCENP",0.143985898043479,0.402140365914795,3.54,1
"ZNF669","ZNF669",0.143941445171495,0.40228721029138,4.4,1
"ARHGAP18","ARHGAP18",0.143867262436177,0.402532331845463,3.8,1
"BCHE","BCHE",0.164555785817351,0.402719347132369,5.69230769230769,1
"ZEB2","ZEB2",-0.153137714514255,0.402725198036991,3.67391304347826,1
"MYBBP1A","MYBBP1A",0.143808832210924,0.402725462671249,2.86,1
"CCDC27","CCDC27",-0.143797605391721,0.402762577020463,4.46,1
"NIPBL","NIPBL",0.145960735876291,0.402789879881194,3.93877551020408,1
"ZNF462","ZNF462",-0.143767235699115,0.402862984937237,3.66,1
"KRT6B","KRT6B",-0.143761055255042,0.402883420402374,4.24,1
"KMO","KMO",-0.143752804191923,0.402910703236109,4.12,1
"ENTPD3","ENTPD3",0.14372409224287,0.403005649950672,3.22,1
"CREB5","CREB5",0.143709110950024,0.403055196238146,3.14,1
"TEKT5","TEKT5",0.143677597236312,0.403159430097243,3.28,1
"RAPGEF4","RAPGEF4",0.143605856552642,0.403396775046192,4.04,1
"SLC7A4","SLC7A4",-0.143598944207192,0.403419647884822,3.26,1
"B3GNT8","B3GNT8",-0.145743152051758,0.403499114281904,3.6734693877551,1
"OLFML2A","OLFML2A",-0.143572151015056,0.403508313132041,3.44,1
"CETN3","CETN3",0.143552459426192,0.403573484536823,2.5,1
"CHST4","CHST4",-0.143550956984524,0.403578457274264,2.44,1
"ZFP90","ZFP90",-0.143550956984524,0.403578457274264,2.44,1
"CYP4V2","CYP4V2",0.143527614073055,0.403655721460675,2.34,1
"AACS","AACS",0.147939818717405,0.403733085006604,3.5,1
"SERTAD1","SERTAD1",0.143485006176403,0.403796773855561,3.82,1
"PRKRIP1","PRKRIP1",0.143460556039573,0.403877728157032,4,1
"IL18R1","IL18R1",-0.143448588642244,0.403917355541943,3.36,1
"RPGRIP1","RPGRIP1",-0.143422633724612,0.404003307139147,3.68,1
"LONP2","LONP2",0.164068355356765,0.404133599222752,2.84210526315789,1
"COL14A1","COL14A1",0.143372138810931,0.404170554670817,4.66,1
"ERN2","ERN2",0.143366821556786,0.404188168601239,3.88,1
"C1orf100","C1orf100",-0.143352378553506,0.404236014692685,4.12,1
"UBB","UBB",-0.143288104508963,0.404448977926929,2.64,1
"MYOZ2","MYOZ2",0.143287013837938,0.404452592268845,2.8,1
"SLAMF1","SLAMF1",0.152522101516034,0.404641623121881,4.56521739130435,1
"WRB","WRB",0.143192711821928,0.404765166655123,3.36,1
"SLC25A42","SLC25A42",-0.157860395626269,0.404765915498891,4.61363636363636,1
"QSOX2","QSOX2",0.143170073133442,0.404840225604818,3.78,1
"CDC42EP5","CDC42EP5",-0.143134706555357,0.404957499992312,3.52,1
